driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating,season_year,race_number
Todd Gilliland,23,25,21,10,35,25.0,-19,104,123,6,5.8,0,10,3.3,0.0,0.0,301,48.0,2023,20
Ryan Blaney,5,4,22,2,26,6.0,10,93,83,43,46.2,12,269,89.4,0.0,0.0,301,100.8,2023,20
Ross Chastain,31,29,23,10,31,21.0,-24,112,136,8,7.1,0,15,5.0,0.0,0.0,301,55.5,2023,20
William Byron,7,12,24,1,29,14.0,-14,109,123,28,25.7,9,187,62.1,9.0,3.0,301,79.6,2023,20
Austin Cindric,22,28,25,8,31,25.0,-5,123,128,9,7.3,0,16,5.3,0.0,0.0,301,42.5,2023,20
Ty Dillon,35,30,26,14,36,28.0,-7,102,109,5,4.9,0,10,3.3,0.0,0.0,301,37.7,2023,20
Ty Gibbs,36,13,27,6,36,16.0,-4,118,122,48,40.7,4,167,55.5,0.0,0.0,301,66.1,2023,20
Ryan Preece,21,27,28,3,31,22.0,5,128,123,20,15.6,0,36,12.0,0.0,0.0,300,51.3,2023,20
Christopher Bell,1,7,29,1,31,10.0,36,103,67,65,63.1,36,260,87.0,1.0,0.3,299,86.0,2023,20
Ryan Newman,33,32,30,30,36,32.0,-1,14,15,0,0.0,0,0,0.0,0.0,0.0,299,29.3,2023,20
B.J. McLeod,32,33,31,29,36,33.0,-4,8,12,0,0.0,0,0,0.0,0.0,0.0,295,27.5,2023,20
Noah Gragson,29,21,32,8,35,30.0,-9,54,63,7,13.0,0,10,3.7,0.0,0.0,268,30.3,2023,20
Corey LaJoie,24,35,33,16,35,33.0,3,30,27,0,0.0,1,0,0.0,0.0,0.0,176,35.1,2023,20
Aric Almirola,3,2,34,1,6,16.0,1,10,9,8,80.0,7,168,100.0,4.0,2.4,168,96.3,2023,20
Cole Custer,34,34,35,9,34,29.0,-23,44,67,3,6.8,0,4,3.1,0.0,0.0,130,34.2,2023,20
Kyle Busch,10,36,36,10,36,34.0,6,28,22,0,0.0,0,0,0.0,0.0,0.0,71,27.2,2023,20
Denny Hamlin,8,18,1,1,29,8.0,23,93,70,58,62.4,11,149,93.1,9.0,5.6,160,118.7,2023,21
Tyler Reddick,7,19,2,1,30,10.0,21,92,71,49,53.3,6,146,91.3,15.0,9.4,160,109.6,2023,21
Martin Truex Jr,2,2,3,1,22,6.0,-1,60,61,37,61.7,20,155,96.9,20.0,12.5,160,123.2,2023,21
Kevin Harvick,4,7,4,2,31,11.0,-17,90,107,47,52.2,2,117,73.1,0.0,0.0,160,94.5,2023,21
Ty Gibbs,11,1,5,1,28,9.0,-27,60,87,32,53.3,5,133,83.1,4.0,2.5,160,110.7,2023,21
Christopher Bell,5,26,6,2,31,13.0,-29,82,111,38,46.3,1,109,68.1,0.0,0.0,160,90.3,2023,21
Ricky Stenhouse Jr,22,31,7,2,35,19.0,-11,129,140,19,14.7,0,43,26.9,0.0,0.0,160,74.7,2023,21
Harrison Burton,26,13,8,2,32,20.0,-2,124,126,27,21.8,0,54,33.8,0.0,0.0,160,65.0,2023,21
Erik Jones,24,8,9,2,33,16.0,4,106,102,29,27.4,4,71,44.4,0.0,0.0,160,79.7,2023,21
Chase Elliott,35,3,10,3,35,14.0,6,114,108,42,36.8,4,100,62.5,0.0,0.0,160,86.5,2023,21
Bubba Wallace,10,24,11,3,31,14.0,13,103,90,42,40.8,3,103,64.4,0.0,0.0,160,87.0,2023,21
Aric Almirola,27,32,12,2,34,19.0,30,130,100,34,26.2,0,55,34.4,0.0,0.0,160,62.8,2023,21
Ross Chastain,21,33,13,10,34,21.0,11,119,108,22,18.5,2,26,16.3,0.0,0.0,160,58.8,2023,21
William Byron,1,17,14,1,26,6.0,-25,67,92,33,49.3,17,140,87.5,60.0,37.5,160,124.1,2023,21
Todd Gilliland,36,15,15,3,36,24.0,29,119,90,26,21.8,0,44,27.5,0.0,0.0,160,48.2,2023,21
Brad Keselowski,13,30,16,4,32,15.0,-32,98,130,23,23.5,0,78,48.8,0.0,0.0,160,72.8,2023,21
A.J. Allmendinger,16,25,17,4,32,17.0,17,117,100,36,30.8,1,77,48.1,0.0,0.0,160,72.5,2023,21
Chris Buescher,18,28,18,4,32,15.0,0,107,107,24,22.4,1,79,49.4,0.0,0.0,160,78.8,2023,21
Michael McDowell,15,9,19,4,32,18.0,-8,91,99,29,31.9,0,78,48.8,0.0,0.0,160,67.7,2023,21
Kyle Larson,3,6,20,1,34,11.0,8,104,96,38,36.5,8,113,70.6,24.0,15.0,160,88.4,2023,21
Kyle Busch,25,29,21,10,35,21.0,-6,122,128,11,9.0,2,32,20.0,0.0,0.0,160,58.8,2023,21
Noah Gragson,32,11,22,5,34,23.0,-2,131,133,22,16.8,0,26,16.3,0.0,0.0,160,48.3,2023,21
Austin Cindric,9,34,23,6,34,18.0,-38,107,145,26,24.3,0,63,39.4,0.0,0.0,160,57.2,2023,21
Alex Bowman,20,16,24,3,33,14.0,-5,127,132,38,29.9,7,102,63.8,0.0,0.0,160,78.3,2023,21
Cole Custer,31,22,25,6,35,30.0,3,62,59,0,0.0,0,2,1.3,0.0,0.0,160,34.0,2023,21
J.J. Yeley,28,21,26,8,36,28.0,1,74,73,13,17.6,0,22,13.8,0.0,0.0,160,36.7,2023,21
Corey LaJoie,12,12,27,1,35,21.0,6,114,108,24,21.1,0,40,25.0,5.0,3.1,160,54.2,2023,21
Ty Dillon,33,10,28,2,33,24.0,20,109,89,10,9.2,0,16,10.0,0.0,0.0,160,36.3,2023,21
Chase Briscoe,29,14,29,7,35,28.0,13,107,94,8,7.5,0,9,5.6,0.0,0.0,160,34.0,2023,21
Ryan Blaney,14,20,30,1,31,13.0,-31,70,101,29,41.4,6,108,67.5,2.0,1.3,160,73.0,2023,21
Ryan Preece,34,4,31,3,34,22.0,-2,111,113,16,14.4,0,24,15.1,0.0,0.0,159,44.8,2023,21
B.J. McLeod,30,23,32,20,36,32.0,1,53,52,0,0.0,0,0,0.0,0.0,0.0,159,27.3,2023,21
Justin Haley,19,27,33,8,32,21.0,13,103,90,13,12.6,1,32,20.9,0.0,0.0,153,52.7,2023,21
Austin Dillon,23,5,34,2,33,26.0,10,88,78,17,19.3,3,19,18.1,0.0,0.0,105,44.8,2023,21
Joey Logano,6,35,35,1,36,28.0,-2,5,7,3,60.0,2,31,64.6,21.0,43.8,48,83.3,2023,21
Daniel Suarez,17,36,36,12,35,33.0,9,29,20,2,6.9,0,4,10.8,0.0,0.0,37,28.0,2023,21
Chris Buescher,26,3,1,1,27,7.0,21,100,79,48,48.0,25,319,79.8,88.0,22.0,400,121.6,2023,22
Denny Hamlin,3,5,2,1,12,4.0,1,69,68,54,78.3,26,400,100.0,20.0,5.0,400,120.5,2023,22
Kyle Busch,2,7,3,2,23,7.0,-6,121,127,70,57.9,6,392,98.0,0.0,0.0,400,104.1,2023,22
Joey Logano,23,13,4,2,25,11.0,21,128,107,68,53.1,27,322,80.5,0.0,0.0,400,92.1,2023,22
Ryan Preece,11,8,5,2,30,8.0,20,132,112,65,49.2,9,363,90.8,0.0,0.0,400,108.1,2023,22
Brad Keselowski,13,1,6,1,23,5.0,4,100,96,59,59.0,20,393,98.3,102.0,25.5,400,115.1,2023,22
Martin Truex Jr,10,6,7,1,30,14.0,1,115,114,40,34.8,18,228,57.0,18.0,4.5,400,75.6,2023,22
Aric Almirola,24,18,8,3,27,14.0,17,143,126,52,36.4,22,274,68.5,0.0,0.0,400,87.2,2023,22
Austin Dillon,17,10,9,4,25,14.0,8,128,120,43,33.6,1,256,64.0,0.0,0.0,400,78.4,2023,22
Kevin Harvick,8,11,10,2,18,9.0,-4,90,94,53,58.9,9,394,98.5,0.0,0.0,400,93.7,2023,22
Chase Briscoe,20,19,11,3,26,16.0,9,132,123,40,30.3,2,134,33.5,0.0,0.0,400,73.8,2023,22
Bubba Wallace,5,4,12,1,19,5.0,-7,101,108,67,66.3,30,395,98.8,80.0,20.0,400,108.7,2023,22
Chase Elliott,4,15,13,3,25,10.0,-9,99,108,50,50.5,2,368,92.0,0.0,0.0,400,87.6,2023,22
Ryan Blaney,25,21,14,1,29,19.0,13,165,152,41,24.8,27,79,19.8,2.0,0.5,400,70.0,2023,22
Ty Gibbs,7,9,15,3,26,11.0,-10,115,125,53,46.1,4,364,91.0,0.0,0.0,400,84.7,2023,22
Tyler Reddick,1,2,16,1,22,4.0,-16,74,90,40,54.1,27,378,94.5,81.0,20.3,400,112.3,2023,22
Ricky Stenhouse Jr,9,16,17,2,26,15.0,-5,126,131,51,40.5,10,209,52.3,0.0,0.0,400,70.3,2023,22
Alex Bowman,15,14,18,2,27,15.0,-3,124,127,47,37.9,6,238,59.5,0.0,0.0,400,64.4,2023,22
Kyle Larson,14,20,19,5,28,19.0,-4,122,126,15,12.3,11,63,15.8,0.0,0.0,400,62.7,2023,22
Christopher Bell,29,29,20,2,32,22.0,3,146,143,23,15.8,24,24,6.0,0.0,0.0,399,56.9,2023,22
William Byron,6,17,21,4,27,16.0,-12,100,112,17,17.0,5,137,34.3,0.0,0.0,399,72.6,2023,22
Michael McDowell,18,12,22,1,30,17.0,0,132,132,43,32.6,6,181,45.4,9.0,2.3,399,68.7,2023,22
Erik Jones,27,24,23,13,30,24.0,5,137,132,5,3.7,2,2,0.5,0.0,0.0,399,52.4,2023,22
Ross Chastain,19,22,24,8,31,23.0,-8,111,119,5,4.5,1,5,1.3,0.0,0.0,399,52.1,2023,22
Todd Gilliland,16,28,25,12,32,24.0,-9,121,130,10,8.3,22,13,3.3,0.0,0.0,399,56.8,2023,22
Austin Cindric,30,27,26,17,34,27.0,1,110,109,0,0.0,0,0,0.0,0.0,0.0,399,43.0,2023,22
A.J. Allmendinger,36,23,27,12,36,24.0,11,124,113,2,1.6,2,1,0.3,0.0,0.0,399,48.1,2023,22
Noah Gragson,12,26,28,11,35,25.0,-17,92,109,5,5.4,14,46,11.6,0.0,0.0,398,53.0,2023,22
Ryan Newman,32,30,29,12,36,30.0,1,96,95,2,2.1,0,4,1.0,0.0,0.0,398,35.7,2023,22
Justin Haley,28,33,30,25,36,32.0,-5,81,86,0,0.0,0,0,0.0,0.0,0.0,398,38.8,2023,22
Harrison Burton,22,34,31,20,36,32.0,-8,85,93,0,0.0,0,0,0.0,0.0,0.0,397,32.5,2023,22
Corey LaJoie,31,31,32,27,36,32.0,-3,98,101,0,0.0,9,0,0.0,0.0,0.0,397,29.1,2023,22
Daniel Suarez,33,25,33,5,34,27.0,5,121,116,10,8.3,6,18,4.5,0.0,0.0,396,38.3,2023,22
Ty Dillon,34,32,34,29,36,34.0,0,69,69,0,0.0,2,0,0.0,0.0,0.0,396,26.9,2023,22
J.J. Yeley,35,35,35,27,36,34.0,1,76,75,0,0.0,0,0,0.0,0.0,0.0,396,31.0,2023,22
B.J. McLeod,21,36,36,21,36,36.0,-16,26,42,0,0.0,0,0,0.0,0.0,0.0,395,23.8,2023,22
Chris Buescher,4,7,1,1,28,8.0,5,94,89,65,69.1,14,165,82.5,52.0,26.0,200,130.6,2023,23
Martin Truex Jr,5,1,2,1,34,6.0,49,112,63,64,57.1,42,173,86.5,47.0,23.5,200,131.7,2023,23
Denny Hamlin,13,5,3,1,31,10.0,39,144,105,81,56.3,10,166,83.0,1.0,0.5,200,102.5,2023,23
Brad Keselowski,12,6,4,1,26,9.0,12,93,81,50,53.8,18,151,75.5,15.0,7.5,200,115.4,2023,23
Kyle Larson,17,15,5,1,31,12.0,60,127,67,66,52.0,4,141,70.5,2.0,1.0,200,93.4,2023,23
Daniel Suarez,14,4,6,1,31,10.0,17,91,74,52,57.1,7,160,80.0,12.0,6.0,200,106.8,2023,23
Ross Chastain,2,9,7,1,24,11.0,-2,88,90,51,58.0,4,167,83.5,16.0,8.0,200,101.5,2023,23
Kevin Harvick,22,17,8,3,30,17.0,-5,126,131,16,12.7,0,61,30.5,0.0,0.0,200,78.5,2023,23
Ryan Blaney,9,11,9,1,26,10.0,-11,90,101,52,57.8,3,167,83.5,1.0,0.5,200,97.5,2023,23
Erik Jones,25,3,10,1,32,13.0,37,130,93,45,34.6,3,110,55.0,0.0,0.0,200,84.0,2023,23
Ty Gibbs,3,20,11,1,27,13.0,17,117,100,42,35.9,8,140,70.0,1.0,0.5,200,86.9,2023,23
Austin Cindric,20,8,12,1,31,11.0,-13,103,116,49,47.6,2,152,76.0,0.0,0.0,200,88.9,2023,23
Christopher Bell,1,31,13,1,33,17.0,31,97,66,35,36.1,5,98,49.0,1.0,0.5,200,85.7,2023,23
Joey Logano,6,13,14,5,31,15.0,-3,113,116,47,41.6,0,121,60.5,0.0,0.0,200,76.3,2023,23
Corey LaJoie,31,24,15,4,32,20.0,3,126,123,19,15.1,0,35,17.5,0.0,0.0,200,62.2,2023,23
Aric Almirola,18,18,16,6,28,18.0,-17,104,121,16,15.4,2,65,32.5,0.0,0.0,200,65.9,2023,23
Harrison Burton,29,12,17,4,36,19.0,-17,100,117,29,29.0,0,82,41.0,0.0,0.0,200,61.8,2023,23
Bubba Wallace,11,2,18,1,28,10.0,27,97,70,50,51.5,5,145,72.5,21.0,10.5,200,94.8,2023,23
Austin Dillon,15,23,19,1,33,19.0,-22,97,119,18,18.6,0,57,28.5,2.0,1.0,200,58.7,2023,23
Ty Dillon,34,22,20,1,34,24.0,-12,111,123,12,10.8,0,20,10.0,2.0,1.0,200,50.1,2023,23
Ricky Stenhouse Jr,27,19,21,7,34,21.0,-3,130,133,20,15.4,0,36,18.0,0.0,0.0,200,56.3,2023,23
Ryan Preece,28,21,22,3,32,18.0,-13,109,122,25,22.9,0,58,29.1,0.0,0.0,199,55.2,2023,23
Justin Haley,26,26,23,8,36,22.0,-6,109,115,14,12.8,0,32,16.1,0.0,0.0,199,47.3,2023,23
Michael McDowell,23,28,24,6,35,23.0,-15,93,108,5,5.4,0,29,14.6,0.0,0.0,199,47.0,2023,23
Cole Custer,33,32,25,6,37,29.0,-26,66,92,7,10.6,0,5,2.5,0.0,0.0,199,35.5,2023,23
A.J. Allmendinger,24,10,26,4,30,19.0,-15,95,110,36,37.9,0,79,39.7,0.0,0.0,199,60.3,2023,23
J.J. Yeley,36,33,27,6,36,28.0,-25,71,96,10,14.1,0,15,7.5,0.0,0.0,199,38.7,2023,23
Austin Hill,30,29,28,9,35,28.0,-14,76,90,3,3.9,0,17,8.6,0.0,0.0,198,39.0,2023,23
Todd Gilliland,32,25,29,6,35,25.0,-25,112,137,9,8.0,0,15,7.6,0.0,0.0,197,39.3,2023,23
Tyler Reddick,16,16,30,1,32,14.0,-13,66,79,29,43.9,14,125,63.5,7.0,3.6,197,79.4,2023,23
Chase Briscoe,21,27,31,8,32,24.0,-16,80,96,11,13.8,0,35,17.8,0.0,0.0,197,43.2,2023,23
Josh Bilicki,37,30,32,1,37,31.0,-29,24,53,0,0.0,0,2,1.0,1.0,0.5,196,28.2,2023,23
Alex Bowman,19,14,33,1,33,19.0,19,57,38,16,28.1,5,83,61.9,19.0,14.2,134,62.5,2023,23
Josh Berry,35,34,34,16,36,33.0,-7,33,40,0,0.0,0,0,0.0,0.0,0.0,50,28.3,2023,23
William Byron,7,35,35,7,19,29.0,0,29,29,23,79.3,1,45,97.8,0.0,0.0,46,52.2,2023,23
Chase Elliott,10,36,36,3,10,31.0,-3,11,14,10,90.9,0,34,100.0,0.0,0.0,34,48.2,2023,23
Kyle Busch,8,37,37,8,15,35.0,-4,12,16,11,91.7,0,14,100.0,0.0,0.0,14,25.3,2023,23
Michael McDowell,4,1,1,1,17,3.0,2,48,46,26,54.2,2,81,98.8,54.0,65.9,82,141.1,2023,24
Chase Elliott,3,2,2,1,15,4.0,1,48,47,27,56.3,8,82,100.0,1.0,1.2,82,121.6,2023,24
Daniel Suarez,1,3,3,1,16,4.0,-2,45,47,27,60.0,9,82,100.0,6.0,7.3,82,120.8,2023,24
Tyler Reddick,2,5,4,2,24,6.0,-1,63,64,25,39.7,5,76,92.7,0.0,0.0,82,112.4,2023,24
Alex Bowman,9,6,5,2,20,8.0,5,65,60,26,40.0,0,76,92.7,0.0,0.0,82,104.5,2023,24
Chase Briscoe,13,7,6,6,28,10.0,6,86,80,31,36.0,1,72,87.8,0.0,0.0,82,98.7,2023,24
Martin Truex Jr,12,9,7,3,21,10.0,4,66,62,32,48.5,1,78,95.1,0.0,0.0,82,95.4,2023,24
Kyle Larson,6,8,8,4,22,9.0,-3,64,67,32,50.0,2,78,95.1,0.0,0.0,82,96.3,2023,24
Christopher Bell,7,10,9,1,17,8.0,-2,50,52,27,54.0,2,81,98.8,11.0,13.4,82,102.0,2023,24
Shane Van Gisbergen,8,11,10,1,21,10.0,-1,60,61,28,46.7,4,76,92.7,1.0,1.2,82,93.3,2023,24
Chris Buescher,17,12,11,10,30,14.0,5,74,69,22,29.7,2,67,81.7,0.0,0.0,82,88.1,2023,24
Ty Gibbs,10,17,12,8,30,18.0,-4,70,74,8,11.4,2,27,32.9,0.0,0.0,82,83.4,2023,24
Ryan Blaney,16,14,13,11,30,15.0,3,76,73,17,22.4,0,55,67.1,0.0,0.0,82,78.7,2023,24
William Byron,39,19,14,14,39,23.0,22,79,57,4,5.1,0,12,14.6,0.0,0.0,82,72.8,2023,24
Austin Cindric,20,13,15,12,32,16.0,5,81,76,12,14.8,0,54,65.9,0.0,0.0,82,73.8,2023,24
Austin Dillon,27,16,16,1,27,15.0,8,87,79,21,24.1,1,32,39.0,1.0,1.2,82,79.1,2023,24
Ross Chastain,21,18,17,7,27,20.0,4,82,78,7,8.5,1,3,3.7,0.0,0.0,82,69.2,2023,24
Bubba Wallace,19,15,18,1,23,16.0,0,86,86,25,29.1,0,29,35.4,0.0,0.0,82,71.8,2023,24
Denny Hamlin,25,27,19,1,28,15.0,6,97,91,24,24.7,2,34,41.5,8.0,9.8,82,73.7,2023,24
Brad Keselowski,22,26,20,2,33,17.0,11,99,88,23,23.2,1,32,39.0,0.0,0.0,82,68.4,2023,24
Harrison Burton,24,22,21,4,30,21.0,1,82,81,9,11.0,0,8,9.8,0.0,0.0,82,60.8,2023,24
Brodie Kostecki,11,20,22,11,37,24.0,13,84,71,0,0.0,6,0,0.0,0.0,0.0,82,68.8,2023,24
Kevin Harvick,38,24,23,23,38,28.0,10,64,54,0,0.0,0,0,0.0,0.0,0.0,81,50.5,2023,24
Mike Rockenfeller,37,35,24,20,38,32.0,11,77,66,0,0.0,0,0,0.0,0.0,0.0,81,46.2,2023,24
Ricky Stenhouse Jr,34,28,25,15,37,29.0,11,86,75,1,1.2,0,0,0.0,0.0,0.0,81,43.2,2023,24
A.J. Allmendinger,26,38,26,12,38,27.0,-2,86,88,3,3.5,21,2,2.5,0.0,0.0,81,64.5,2023,24
Ty Dillon,35,33,27,6,38,28.0,10,93,83,15,16.1,0,13,16.0,0.0,0.0,81,44.5,2023,24
Jenson Button,31,30,28,22,38,30.0,0,60,60,0,0.0,2,0,0.0,0.0,0.0,81,42.6,2023,24
Corey LaJoie,14,32,29,8,37,28.0,-16,77,93,6,7.8,0,9,11.1,0.0,0.0,81,43.7,2023,24
Andy Lally,29,29,30,24,38,29.0,-5,59,64,0,0.0,0,0,0.0,0.0,0.0,81,40.0,2023,24
Ryan Preece,30,36,31,25,38,33.0,-5,66,71,0,0.0,0,0,0.0,0.0,0.0,81,38.0,2023,24
Josh Bilicki,32,31,32,11,37,31.0,-2,103,105,4,3.9,0,1,1.2,0.0,0.0,81,34.5,2023,24
Kamui Kobayashi,28,25,33,6,38,27.0,-7,115,122,18,15.7,0,11,13.6,0.0,0.0,81,46.0,2023,24
Joey Logano,18,34,34,16,38,34.0,-17,46,63,0,0.0,0,0,0.0,0.0,0.0,81,28.5,2023,24
Erik Jones,36,37,35,8,38,33.0,-3,66,69,5,7.6,0,4,4.9,0.0,0.0,81,32.2,2023,24
Kyle Busch,5,4,36,1,37,16.0,-31,69,100,29,42.0,3,54,67.5,0.0,0.0,80,59.0,2023,24
Todd Gilliland,23,23,37,14,39,28.0,-17,65,82,2,3.1,1,1,1.3,0.0,0.0,80,44.1,2023,24
Justin Haley,15,39,38,15,39,39.0,-12,2,14,1,50.0,0,0,0.0,0.0,0.0,80,24.8,2023,24
Aric Almirola,33,21,39,19,38,26.0,-8,78,86,0,0.0,1,0,0.0,0.0,0.0,79,43.1,2023,24
William Byron,2,1,1,1,4,1.0,1,14,13,4,28.6,22,90,100.0,66.0,73.3,90,149.3,2023,25
Denny Hamlin,1,2,2,1,8,2.0,-1,15,16,5,33.3,11,90,100.0,3.0,3.3,90,119.8,2023,25
Christopher Bell,7,6,3,3,15,5.0,3,21,18,14,66.7,5,90,100.0,0.0,0.0,90,109.7,2023,25
A.J. Allmendinger,6,5,4,1,7,4.0,3,17,14,7,41.2,7,90,100.0,2.0,2.2,90,111.0,2023,25
Ty Gibbs,4,3,5,3,14,4.0,-6,20,26,10,50.0,3,90,100.0,0.0,0.0,90,114.4,2023,25
Martin Truex Jr,19,14,6,5,33,13.0,-1,53,54,5,9.4,5,57,63.3,0.0,0.0,90,89.4,2023,25
Chris Buescher,13,16,7,3,23,13.0,-6,48,54,16,33.3,2,55,61.1,0.0,0.0,90,86.7,2023,25
Tyler Reddick,8,12,8,7,24,11.0,-15,35,50,16,45.7,3,80,88.9,0.0,0.0,90,92.9,2023,25
Ryan Blaney,23,15,9,7,34,16.0,1,56,55,7,12.5,0,42,46.7,0.0,0.0,90,81.8,2023,25
Joey Logano,11,13,10,9,27,12.0,-11,41,52,14,34.1,0,84,93.3,0.0,0.0,90,81.8,2023,25
Todd Gilliland,25,22,11,11,34,21.0,-5,32,37,1,3.1,1,32,35.6,0.0,0.0,90,69.0,2023,25
Bubba Wallace,12,9,12,1,17,10.0,6,28,22,15,53.6,0,89,98.9,0.0,0.0,90,88.3,2023,25
Ricky Stenhouse Jr,28,21,13,12,31,19.0,-5,34,39,1,2.9,0,32,35.6,0.0,0.0,90,70.5,2023,25
Kyle Busch,9,7,14,1,26,11.0,10,37,27,15,40.5,0,72,80.0,2.0,2.2,90,85.0,2023,25
Brad Keselowski,24,25,15,4,35,20.0,22,65,43,12,18.5,1,42,46.7,0.0,0.0,90,62.9,2023,25
Austin Cindric,17,26,16,13,31,19.0,-15,46,61,8,17.4,0,21,23.3,0.0,0.0,90,61.0,2023,25
Ryan Preece,30,19,17,13,30,21.0,-8,37,45,2,5.4,0,3,3.3,0.0,0.0,90,60.8,2023,25
Ross Chastain,22,17,18,8,27,18.0,10,56,46,11,19.6,0,9,10.0,0.0,0.0,90,68.8,2023,25
Mike Rockenfeller,21,28,19,12,35,24.0,8,46,38,3,6.5,0,5,5.6,0.0,0.0,90,54.7,2023,25
Corey LaJoie,10,20,20,9,32,22.0,17,45,28,2,4.4,0,5,5.6,0.0,0.0,90,54.8,2023,25
Kevin Harvick,33,24,21,9,33,25.0,15,58,43,4,6.9,0,4,4.4,0.0,0.0,90,49.7,2023,25
Daniel Suarez,14,23,22,10,35,25.0,-16,48,64,2,4.2,0,4,4.4,0.0,0.0,90,49.5,2023,25
Alex Bowman,18,18,23,11,29,21.0,5,49,44,7,14.3,0,6,6.7,0.0,0.0,90,53.2,2023,25
Justin Haley,20,30,24,10,34,29.0,11,64,53,3,4.7,0,1,1.1,0.0,0.0,90,41.2,2023,25
Andy Lally,29,34,25,7,35,28.0,4,55,51,8,14.5,0,6,6.7,0.0,0.0,90,41.5,2023,25
Kyle Larson,5,4,26,3,30,11.0,8,38,30,13,34.2,12,58,64.4,0.0,0.0,90,84.8,2023,25
Josh Bilicki,35,31,27,12,35,29.0,9,60,51,2,3.3,0,0,0.0,0.0,0.0,90,32.8,2023,25
Cole Custer,34,33,28,12,36,31.0,14,55,41,3,5.5,0,1,1.1,0.0,0.0,90,31.5,2023,25
Erik Jones,31,29,29,9,32,28.0,14,66,52,4,6.1,0,3,3.3,0.0,0.0,90,39.5,2023,25
Aric Almirola,27,27,30,22,35,29.0,-2,39,41,0,0.0,0,0,0.0,0.0,0.0,90,35.8,2023,25
Austin Dillon,16,10,31,3,31,15.0,4,32,28,13,40.6,0,54,60.0,0.0,0.0,90,66.2,2023,25
Chase Elliott,15,8,32,6,36,20.0,7,51,44,16,31.4,3,49,55.1,0.0,0.0,89,70.9,2023,25
Harrison Burton,32,36,33,27,36,34.0,-8,8,16,0,0.0,0,0,0.0,0.0,0.0,89,25.5,2023,25
Ty Dillon,36,35,34,21,36,32.0,-7,27,34,0,0.0,0,0,0.0,0.0,0.0,89,27.7,2023,25
Chase Briscoe,26,32,35,13,36,27.0,-15,36,51,3,8.3,3,21,25.3,0.0,0.0,83,47.7,2023,25
Michael McDowell,3,11,36,1,27,14.0,-51,47,98,17,36.2,5,65,87.8,17.0,23.0,74,89.8,2023,25
Chris Buescher,11,2,1,1,31,11.0,18,276,258,180,65.2,2,124,76.1,2.0,1.2,163,112.1,2023,26
Brad Keselowski,12,3,2,1,39,15.0,7,218,211,120,55.0,8,103,63.2,6.0,3.7,163,81.7,2023,26
Aric Almirola,2,1,3,1,33,8.0,-32,211,243,190,90.0,4,146,89.6,3.0,1.8,163,100.1,2023,26
Chase Elliott,23,15,4,1,28,10.0,9,348,339,245,70.4,0,136,83.4,2.0,1.2,163,97.6,2023,26
Joey Logano,14,7,5,1,23,9.0,-6,264,270,196,74.2,1,137,84.0,9.0,5.5,163,104.1,2023,26
Alex Bowman,31,17,6,2,34,19.0,20,270,250,62,23.0,3,53,32.5,0.0,0.0,163,67.5,2023,26
Kyle Busch,18,8,7,1,35,13.0,15,314,299,196,62.4,5,119,73.0,5.0,3.1,163,83.0,2023,26
William Byron,27,16,8,1,32,19.0,13,316,303,74,23.4,5,52,31.9,1.0,0.6,163,65.0,2023,26
Kevin Harvick,10,12,9,1,36,11.0,8,276,268,186,67.4,3,112,68.7,14.0,8.6,163,99.5,2023,26
Corey LaJoie,37,26,10,9,39,27.0,16,209,193,44,21.1,9,22,13.5,0.0,0.0,163,51.5,2023,26
Ty Dillon,30,20,11,5,39,23.0,21,240,219,45,18.8,6,50,30.7,0.0,0.0,163,62.4,2023,26
Bubba Wallace,4,33,12,1,36,15.0,-17,256,273,155,60.5,2,116,71.2,0.0,0.0,163,74.9,2023,26
Michael McDowell,39,13,13,2,39,20.0,12,313,301,44,14.1,9,54,33.1,0.0,0.0,163,62.9,2023,26
Austin Hill,26,23,14,7,39,22.0,4,283,279,64,22.6,8,23,14.1,0.0,0.0,163,60.9,2023,26
Chandler Smith,36,27,15,2,39,23.0,-7,244,251,98,40.2,4,63,38.7,0.0,0.0,163,52.0,2023,26
Christopher Bell,15,29,16,1,30,13.0,10,312,302,236,75.6,1,103,63.2,0.0,0.0,163,79.1,2023,26
Ross Chastain,25,35,17,1,38,17.0,0,338,338,130,38.5,3,63,38.7,19.0,11.7,163,71.2,2023,26
Erik Jones,24,32,18,1,38,17.0,-5,254,259,70,27.6,3,70,42.9,0.0,0.0,163,65.5,2023,26
J.J. Yeley,33,19,19,2,39,29.0,10,163,153,0,0.0,3,3,1.8,0.0,0.0,163,52.0,2023,26
Daniel Suarez,22,22,20,1,35,19.0,-1,261,262,94,36.0,5,61,37.4,1.0,0.6,163,59.7,2023,26
Justin Haley,28,24,21,1,39,22.0,12,342,330,73,21.3,4,25,15.3,0.0,0.0,163,60.1,2023,26
Josh Berry,29,30,22,3,37,22.0,-11,290,301,35,12.1,5,31,19.0,0.0,0.0,163,55.4,2023,26
B.J. McLeod,38,34,23,11,39,29.0,-2,141,143,0,0.0,4,2,1.2,0.0,0.0,163,49.3,2023,26
