driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating,season_year,race_number
Martin Truex Jr,13,31,24,1,36,13.0,-16,244,260,180,73.8,5,113,69.3,4.0,2.5,163,80.0,2023,26
Tyler Reddick,20,37,25,1,37,23.0,-2,276,278,37,13.4,2,12,7.4,0.0,0.0,163,39.2,2023,26
Denny Hamlin,19,38,26,1,38,24.0,-19,127,146,80,63.0,2,43,26.5,12.0,7.4,162,43.0,2023,26
Kyle Larson,7,18,27,4,35,20.0,-18,222,240,76,34.2,3,51,31.7,0.0,0.0,161,76.9,2023,26
Harrison Burton,3,11,28,1,31,20.0,-4,232,236,87,37.5,1,54,33.8,5.0,3.1,160,77.4,2023,26
A.J. Allmendinger,17,25,29,1,36,22.0,-4,233,237,113,48.5,5,45,28.1,8.0,5.0,160,78.5,2023,26
Chase Briscoe,1,9,30,1,35,11.0,-47,193,240,98,50.8,3,110,70.5,67.0,42.9,156,83.1,2023,26
Ryan Preece,9,14,31,1,39,17.0,2,276,274,109,39.5,4,71,45.8,0.0,0.0,155,60.6,2023,26
Todd Gilliland,35,39,32,6,39,33.0,6,141,135,0,0.0,4,1,0.8,0.0,0.0,131,38.4,2023,26
Austin Dillon,21,10,33,3,37,25.0,-4,229,233,89,38.9,1,33,32.4,0.0,0.0,102,49.4,2023,26
Ricky Stenhouse Jr,32,28,34,1,38,26.0,25,273,248,142,52.0,6,43,44.8,1.0,1.0,96,64.7,2023,26
Ty Gibbs,5,36,35,1,36,21.0,10,277,267,199,71.8,2,78,83.0,0.0,0.0,94,86.4,2023,26
Ryan Blaney,8,4,36,1,33,24.0,0,240,240,109,45.4,2,41,43.6,4.0,4.3,94,74.7,2023,26
Austin Cindric,16,5,37,4,30,25.0,-3,223,226,80,35.9,0,41,43.6,0.0,0.0,94,68.0,2023,26
Riley Herbst,6,6,38,2,38,26.0,-27,237,264,98,41.4,0,41,43.6,0.0,0.0,94,68.5,2023,26
Brennan Poole,34,21,39,20,39,37.0,-10,124,134,0,0.0,4,0,0.0,0.0,0.0,93,40.0,2023,26
Kyle Larson,18,3,1,1,31,4.0,15,103,88,40,38.8,30,354,96.5,55.0,15.0,367,127.9,2023,27
Tyler Reddick,3,5,2,1,20,3.0,8,71,63,41,57.7,27,365,99.5,90.0,24.5,367,125.4,2023,27
Chris Buescher,8,13,3,2,25,7.0,2,89,87,36,40.4,6,364,99.2,0.0,0.0,367,108.3,2023,27
William Byron,23,2,4,1,33,9.0,8,94,86,27,28.7,22,256,69.8,0.0,0.0,367,101.9,2023,27
Ross Chastain,27,20,5,2,34,18.0,6,128,122,16,12.5,11,133,36.2,0.0,0.0,367,76.3,2023,27
Brad Keselowski,5,12,6,3,26,9.0,9,148,139,62,41.9,9,345,94.0,0.0,0.0,367,100.8,2023,27
Bubba Wallace,19,16,7,3,24,12.0,14,120,106,48,40.0,5,244,66.5,0.0,0.0,367,91.9,2023,27
Chase Elliott,13,8,8,4,27,11.0,17,116,99,59,50.9,8,329,89.6,0.0,0.0,367,89.1,2023,27
Ryan Blaney,4,7,9,3,29,10.0,8,131,123,38,29.0,1,284,77.4,0.0,0.0,367,95.4,2023,27
Erik Jones,20,6,10,2,30,10.0,5,114,109,53,46.5,3,323,88.0,0.0,0.0,367,91.2,2023,27
Kyle Busch,11,9,11,2,36,15.0,23,184,161,48,26.1,5,216,58.9,0.0,0.0,367,75.8,2023,27
Joey Logano,6,22,12,5,31,15.0,9,127,118,27,21.3,1,190,51.8,0.0,0.0,367,78.2,2023,27
A.J. Allmendinger,16,17,13,1,30,14.0,4,156,152,64,41.0,3,263,71.7,0.0,0.0,367,79.0,2023,27
Aric Almirola,10,10,14,2,31,15.0,-4,144,148,39,27.1,1,267,72.8,0.0,0.0,367,71.7,2023,27
Chase Briscoe,12,11,15,6,34,16.0,-33,114,147,27,23.7,1,170,46.3,0.0,0.0,367,65.6,2023,27
Ricky Stenhouse Jr,25,25,16,3,35,26.0,13,163,150,7,4.3,3,13,3.5,0.0,0.0,367,52.3,2023,27
Carson Hocevar,15,18,17,10,29,20.0,-16,139,155,11,7.9,1,19,5.2,0.0,0.0,367,59.6,2023,27
Martin Truex Jr,31,26,18,2,32,22.0,3,146,143,14,9.6,8,56,15.3,0.0,0.0,367,59.5,2023,27
Kevin Harvick,7,4,19,1,28,8.0,6,101,95,37,36.6,13,312,85.0,1.0,0.3,367,99.1,2023,27
Austin Dillon,28,14,20,8,35,20.0,16,135,119,17,12.6,1,59,16.1,0.0,0.0,367,55.6,2023,27
Ty Gibbs,17,19,21,4,30,18.0,-19,143,162,30,21.0,1,91,24.8,0.0,0.0,367,62.7,2023,27
Corey LaJoie,22,33,22,1,33,24.0,-3,154,157,17,11.0,4,18,4.9,3.0,0.8,367,47.2,2023,27
Christopher Bell,1,23,23,1,30,16.0,-35,101,136,29,28.7,21,143,39.1,40.0,10.9,366,69.7,2023,27
Justin Haley,29,27,24,8,33,28.0,4,131,127,2,1.5,9,2,0.5,0.0,0.0,366,43.0,2023,27
Denny Hamlin,2,1,25,1,30,8.0,-22,50,72,21,42.0,47,272,74.3,177.0,48.4,366,115.8,2023,27
Todd Gilliland,30,30,26,14,36,27.0,-17,97,114,0,0.0,1,1,0.3,0.0,0.0,366,40.2,2023,27
Ryan Newman,35,32,27,19,36,31.0,6,77,71,0,0.0,1,0,0.0,0.0,0.0,365,34.2,2023,27
Ryan Preece,34,34,28,24,36,32.0,2,40,38,0,0.0,6,0,0.0,0.0,0.0,364,34.0,2023,27
Ty Dillon,26,35,29,3,36,33.0,-9,57,66,3,5.3,30,2,0.5,0.0,0.0,364,35.4,2023,27
J.J. Yeley,33,31,30,1,36,32.0,-2,109,111,7,6.4,0,3,0.8,1.0,0.3,362,30.6,2023,27
Austin Cindric,14,21,31,6,35,21.0,0,84,84,31,36.9,0,155,42.9,0.0,0.0,361,54.5,2023,27
Michael McDowell,9,29,32,9,34,26.0,-14,104,118,5,4.8,10,31,9.4,0.0,0.0,329,40.6,2023,27
Alex Bowman,24,28,33,2,35,23.0,-1,118,119,29,24.6,16,89,27.6,0.0,0.0,322,62.2,2023,27
Daniel Suarez,21,15,34,6,30,20.0,-5,113,118,16,14.2,1,119,37.2,0.0,0.0,320,51.2,2023,27
Harrison Burton,32,24,35,3,35,26.0,6,126,120,7,5.6,0,15,4.7,0.0,0.0,318,43.2,2023,27
B.J. McLeod,36,36,36,5,36,36.0,-2,52,54,3,5.8,0,2,1.0,0.0,0.0,210,23.2,2023,27
Tyler Reddick,5,8,1,1,23,5.0,20,94,74,66,70.2,21,262,97.8,2.0,0.7,268,126.1,2023,28
Denny Hamlin,14,10,2,1,21,5.0,23,90,67,73,81.1,31,267,99.6,63.0,23.5,268,126.2,2023,28
Erik Jones,19,13,3,1,28,9.0,25,143,118,74,51.7,9,232,86.6,0.0,0.0,268,101.6,2023,28
Kyle Larson,2,11,4,1,29,7.0,18,83,65,49,59.0,50,228,85.1,99.0,36.9,268,119.8,2023,28
Joey Logano,11,14,5,1,35,13.0,-4,123,127,63,51.2,1,204,76.1,0.0,0.0,268,84.9,2023,28
Chase Elliott,4,1,6,1,20,5.0,-1,79,80,57,72.2,12,267,99.6,47.0,17.5,268,113.2,2023,28
Kyle Busch,35,7,7,3,35,14.0,26,152,126,72,47.4,1,200,74.6,0.0,0.0,268,83.4,2023,28
Christopher Bell,1,6,8,1,18,8.0,-6,65,71,46,70.8,10,253,94.4,15.0,5.6,268,100.9,2023,28
Brad Keselowski,12,5,9,1,31,7.0,7,108,101,62,57.4,11,252,94.0,23.0,8.6,268,102.5,2023,28
Alex Bowman,23,12,10,5,29,17.0,-4,137,141,37,27.0,0,113,42.2,0.0,0.0,268,73.5,2023,28
Kevin Harvick,20,3,11,2,30,11.0,12,106,94,43,40.6,5,200,74.6,0.0,0.0,268,89.1,2023,28
Ryan Blaney,17,2,12,2,29,9.0,19,108,89,61,56.5,3,245,91.4,0.0,0.0,268,93.1,2023,28
Ross Chastain,6,21,13,3,29,13.0,-7,100,107,32,32.0,1,156,58.2,0.0,0.0,268,78.8,2023,28
Ty Gibbs,36,15,14,6,36,18.0,20,138,118,46,33.3,0,135,50.4,0.0,0.0,268,70.7,2023,28
William Byron,9,16,15,3,31,14.0,10,121,111,50,41.3,1,127,47.4,0.0,0.0,268,80.3,2023,28
Daniel Suarez,15,17,16,1,34,18.0,-3,142,145,32,22.5,3,97,36.2,12.0,4.5,268,65.8,2023,28
Aric Almirola,25,9,17,1,32,20.0,-1,154,155,32,20.8,3,55,20.5,3.0,1.1,268,60.8,2023,28
Ryan Preece,28,23,18,2,34,24.0,-1,145,146,6,4.1,0,5,1.9,0.0,0.0,268,53.7,2023,28
Chase Briscoe,26,33,19,5,33,25.0,-7,103,110,5,4.9,0,10,3.7,0.0,0.0,268,48.2,2023,28
Carson Hocevar,21,18,20,8,35,22.0,-3,121,124,1,0.8,1,22,8.2,0.0,0.0,268,57.4,2023,28
Justin Haley,30,20,21,7,32,21.0,22,150,128,8,5.3,0,10,3.7,0.0,0.0,268,58.3,2023,28
Corey LaJoie,24,24,22,8,35,23.0,1,123,122,5,4.1,1,17,6.3,0.0,0.0,268,53.1,2023,28
Ricky Stenhouse Jr,16,32,23,8,32,23.0,-7,118,125,9,7.6,0,12,4.5,0.0,0.0,268,47.8,2023,28
Cole Custer,27,27,24,3,35,27.0,-21,105,126,4,3.8,0,6,2.2,0.0,0.0,268,37.2,2023,28
Todd Gilliland,32,26,25,3,35,26.0,-5,120,125,16,13.3,2,39,14.6,0.0,0.0,267,43.7,2023,28
Michael McDowell,7,28,26,2,34,20.0,-16,114,130,29,25.4,7,74,27.7,0.0,0.0,267,53.3,2023,28
Chris Buescher,13,4,27,3,28,13.0,-12,94,106,53,56.4,1,228,85.4,0.0,0.0,267,70.8,2023,28
Ty Dillon,33,30,28,3,34,27.0,-9,131,140,11,8.4,0,18,6.7,0.0,0.0,267,33.3,2023,28
Sheldon Creed,34,29,29,6,36,30.0,-26,100,126,6,6.0,0,5,1.9,0.0,0.0,266,30.7,2023,28
A.J. Allmendinger,22,22,30,8,33,23.0,-12,72,84,24,33.3,10,88,33.1,0.0,0.0,266,62.7,2023,28
Austin Cindric,18,19,31,9,33,25.0,-32,106,138,4,3.8,0,5,1.9,0.0,0.0,266,34.7,2023,28
Bubba Wallace,10,34,32,1,34,21.0,8,29,21,26,89.7,29,108,40.9,3.0,1.1,264,95.1,2023,28
Austin Dillon,8,35,33,7,35,29.0,-10,41,51,19,46.3,0,56,21.6,0.0,0.0,259,57.8,2023,28
J.J. Yeley,31,31,34,1,36,30.0,-11,92,103,7,7.6,0,15,7.1,1.0,0.5,212,29.5,2023,28
Harrison Burton,29,25,35,2,34,29.0,3,111,108,6,5.4,0,6,3.4,0.0,0.0,175,34.2,2023,28
Martin Truex Jr,3,36,36,3,16,36.0,-16,1,17,1,100.0,0,3,100.0,0.0,0.0,3,23.2,2023,28
Denny Hamlin,2,4,1,1,30,5.0,14,56,42,31,55.4,75,444,88.8,142.0,28.4,500,130.8,2023,29
Kyle Larson,36,3,2,1,36,8.0,25,60,35,28,46.7,64,390,78.0,20.0,4.0,500,109.2,2023,29
Christopher Bell,1,1,3,1,9,3.0,9,17,8,16,94.1,66,500,100.0,187.0,37.4,500,134.6,2023,29
Chris Buescher,20,7,4,1,22,8.0,0,38,38,28,73.7,25,411,82.2,1.0,0.2,500,104.1,2023,29
Ty Gibbs,8,2,5,1,20,4.0,19,37,18,35,94.6,40,495,99.0,102.0,20.4,500,119.8,2023,29
Michael McDowell,4,6,6,2,19,6.0,2,47,45,46,97.9,13,495,99.0,0.0,0.0,500,108.3,2023,29
Chase Elliott,7,10,7,3,23,10.0,-10,62,72,54,87.1,2,396,79.2,0.0,0.0,500,90.4,2023,29
Brad Keselowski,6,19,8,4,32,14.0,15,128,113,67,52.3,7,319,63.8,0.0,0.0,500,88.1,2023,29
William Byron,3,8,9,2,13,7.0,2,34,32,34,100.0,3,500,100.0,0.0,0.0,500,99.1,2023,29
Ricky Stenhouse Jr,25,12,10,9,28,15.0,4,93,89,67,72.0,2,370,74.0,0.0,0.0,500,76.4,2023,29
Carson Hocevar,16,5,11,5,27,13.0,-5,62,67,44,71.0,22,372,74.5,0.0,0.0,499,84.0,2023,29
Ryan Preece,17,9,12,7,34,12.0,7,54,47,30,55.6,3,436,87.4,0.0,0.0,499,80.8,2023,29
Alex Bowman,13,11,13,3,18,11.0,0,51,51,44,86.3,2,483,96.8,0.0,0.0,499,84.7,2023,29
Bubba Wallace,9,18,14,1,26,13.0,8,54,46,28,51.9,8,359,71.9,0.0,0.0,499,82.5,2023,29
Tyler Reddick,12,20,15,3,28,15.0,6,70,64,21,30.0,9,256,51.3,0.0,0.0,499,75.2,2023,29
Todd Gilliland,30,15,16,6,30,19.0,-12,58,70,8,13.8,7,45,9.0,0.0,0.0,499,60.4,2023,29
Austin Dillon,18,22,17,13,32,20.0,-2,62,64,5,8.1,2,8,1.6,0.0,0.0,499,58.2,2023,29
Aric Almirola,26,17,18,13,28,18.0,-5,72,77,36,50.0,0,127,25.5,0.0,0.0,499,63.7,2023,29
Martin Truex Jr,5,21,19,5,33,18.0,8,61,53,11,18.0,13,128,25.7,0.0,0.0,498,72.2,2023,29
Kyle Busch,15,23,20,8,30,19.0,12,78,66,10,12.8,1,121,24.3,0.0,0.0,498,64.7,2023,29
Daniel Suarez,24,24,21,9,35,25.0,-16,73,89,0,0.0,6,1,0.2,0.0,0.0,498,45.2,2023,29
Ryan Blaney,11,16,22,3,25,17.0,-14,40,54,15,37.5,3,241,48.4,0.0,0.0,498,65.0,2023,29
Ross Chastain,23,26,23,3,32,22.0,6,45,39,3,6.7,3,59,11.8,0.0,0.0,498,58.6,2023,29
Erik Jones,31,14,24,5,33,20.0,-6,73,79,26,35.6,25,166,33.4,0.0,0.0,497,59.1,2023,29
Corey LaJoie,10,13,25,1,26,17.0,7,52,45,15,28.8,14,230,46.3,48.0,9.7,497,71.0,2023,29
J.J. Yeley,35,30,26,26,36,30.0,2,46,44,0,0.0,3,0,0.0,0.0,0.0,495,35.1,2023,29
Chase Briscoe,14,28,27,12,32,25.0,7,61,54,11,18.0,9,90,18.2,0.0,0.0,495,46.7,2023,29
Harrison Burton,32,25,28,18,36,26.0,-9,44,53,0,0.0,0,0,0.0,0.0,0.0,495,37.7,2023,29
Kevin Harvick,21,33,29,16,33,27.0,-26,72,98,0,0.0,2,0,0.0,0.0,0.0,495,40.6,2023,29
A.J. Allmendinger,22,34,30,20,36,32.0,-9,14,23,0,0.0,2,0,0.0,0.0,0.0,491,31.4,2023,29
B.J. McLeod,34,35,31,31,36,33.0,-2,8,10,0,0.0,0,0,0.0,0.0,0.0,490,26.0,2023,29
Austin Cindric,29,36,32,27,36,33.0,-2,5,7,0,0.0,4,0,0.0,0.0,0.0,488,27.7,2023,29
Ty Dillon,33,29,33,13,34,30.0,-4,43,47,0,0.0,0,2,0.8,0.0,0.0,263,35.0,2023,29
Joey Logano,28,31,34,5,33,29.0,-17,22,39,4,18.2,3,50,19.1,0.0,0.0,262,42.7,2023,29
Justin Haley,19,27,35,11,34,28.0,3,45,42,5,11.1,0,6,2.3,0.0,0.0,261,41.3,2023,29
Ryan Newman,27,32,36,16,33,33.0,-20,31,51,0,0.0,1,0,0.0,0.0,0.0,260,30.6,2023,29
William Byron,18,19,1,1,30,13.0,28,87,59,33,37.9,6,143,53.6,6.0,2.2,267,97.9,2023,30
Ross Chastain,5,10,2,1,30,11.0,12,63,51,31,49.2,6,221,82.8,1.0,0.4,267,100.0,2023,30
Bubba Wallace,1,1,3,1,15,4.0,-20,28,48,22,78.6,20,267,100.0,111.0,41.6,267,128.8,2023,30
Christopher Bell,9,18,4,2,35,17.0,-14,80,94,30,37.5,2,122,45.7,0.0,0.0,267,78.2,2023,30
Denny Hamlin,10,6,5,2,21,6.0,19,67,48,47,70.1,18,265,99.3,0.0,0.0,267,115.7,2023,30
Kevin Harvick,22,17,6,5,30,16.0,-6,65,71,22,33.8,5,107,40.1,0.0,0.0,267,81.6,2023,30
Brad Keselowski,3,3,7,3,30,8.0,-12,55,67,31,56.4,1,249,93.3,0.0,0.0,267,103.4,2023,30
Daniel Suarez,8,5,8,4,31,15.0,-12,54,66,24,44.4,0,176,65.9,0.0,0.0,267,90.3,2023,30
Ricky Stenhouse Jr,24,23,9,8,33,23.0,-2,67,69,12,17.9,0,25,9.4,0.0,0.0,267,59.7,2023,30
Chase Briscoe,31,20,10,1,31,15.0,21,82,61,26,31.7,2,142,53.2,0.0,0.0,267,68.7,2023,30
Chase Elliott,29,7,11,1,31,11.0,19,76,57,38,50.0,0,199,74.5,1.0,0.4,267,84.3,2023,30
Alex Bowman,14,14,12,1,33,16.0,-2,77,79,38,49.4,1,191,71.5,1.0,0.4,267,74.3,2023,30
Justin Haley,28,25,13,5,30,22.0,3,84,81,11,13.1,3,17,6.4,0.0,0.0,267,59.9,2023,30
Chris Buescher,2,9,14,1,27,6.0,-3,59,62,37,62.7,6,262,98.1,2.0,0.7,267,103.7,2023,30
Michael McDowell,17,16,15,2,28,13.0,-10,67,77,22,32.8,2,165,61.8,0.0,0.0,267,82.0,2023,30
Carson Hocevar,19,12,16,6,33,17.0,-6,76,82,24,31.6,2,123,46.1,0.0,0.0,267,66.0,2023,30
Martin Truex Jr,16,11,17,7,32,16.0,1,66,65,15,22.7,3,97,36.3,0.0,0.0,267,68.8,2023,30
Aric Almirola,21,24,18,2,33,22.0,-3,88,91,12,13.6,3,13,4.9,0.0,0.0,267,57.1,2023,30
Ty Dillon,26,21,19,1,32,23.0,2,72,70,6,8.3,0,10,3.7,3.0,1.1,267,48.2,2023,30
Harrison Burton,30,29,20,6,31,24.0,-14,76,90,9,11.8,0,21,7.9,0.0,0.0,267,46.0,2023,30
Joey Logano,20,26,21,13,34,23.0,-17,51,68,4,7.8,0,7,2.6,0.0,0.0,267,49.0,2023,30
B.J. McLeod,34,31,22,5,36,32.0,-1,7,8,0,0.0,0,3,1.1,0.0,0.0,267,36.2,2023,30
Ryan Preece,25,15,23,5,35,18.0,-2,83,85,25,30.1,1,102,38.2,0.0,0.0,267,57.3,2023,30
Zane Smith,33,27,24,12,34,28.0,1,73,72,1,1.4,1,0,0.0,0.0,0.0,267,40.8,2023,30
Tyler Reddick,15,22,25,1,31,14.0,-6,69,75,20,29.0,16,144,53.9,36.0,13.5,267,74.4,2023,30
Corey LaJoie,27,32,26,5,32,29.0,18,55,37,3,5.5,0,4,1.5,0.0,0.0,262,37.2,2023,30
Austin Cindric,32,30,27,1,35,28.0,14,50,36,3,6.0,0,11,4.2,1.0,0.4,261,34.8,2023,30
Ryan Blaney,23,2,28,2,28,13.0,17,54,37,10,18.5,0,142,55.0,0.0,0.0,258,68.5,2023,30
A.J. Allmendinger,6,13,29,1,29,16.0,-16,54,70,28,51.9,0,138,54.1,1.0,0.4,255,65.8,2023,30
Erik Jones,12,8,30,1,27,9.0,12,65,53,41,63.1,12,242,94.9,3.0,1.2,255,89.1,2023,30
Kyle Larson,11,4,31,1,31,7.0,17,53,36,33,62.3,85,241,97.2,99.0,39.9,248,114.8,2023,30
J.J. Yeley,35,28,32,1,35,29.0,-7,57,64,1,1.8,0,4,1.7,2.0,0.8,241,32.7,2023,30
Ty Gibbs,4,33,33,1,31,27.0,-16,25,41,5,20.0,2,41,53.2,0.0,0.0,77,55.8,2023,30
Kyle Busch,7,34,34,3,26,27.0,-10,25,35,7,28.0,1,71,97.3,0.0,0.0,73,63.7,2023,30
Todd Gilliland,36,35,35,23,36,35.0,-3,21,24,0,0.0,0,0,0.0,0.0,0.0,52,23.7,2023,30
Austin Dillon,13,36,36,2,16,32.0,-3,24,27,6,25.0,0,40,100.0,0.0,0.0,40,36.8,2023,30
Ryan Blaney,10,20,1,1,29,9.0,3,582,579,364,62.5,1,154,81.9,8.0,4.3,188,104.3,2023,31
Kevin Harvick,11,8,2,1,31,12.0,12,569,557,345,60.6,3,135,71.8,11.0,5.9,188,93.8,2023,31
William Byron,8,33,3,1,33,8.0,12,511,499,355,69.5,3,164,87.2,12.0,6.4,188,104.0,2023,31
Denny Hamlin,12,17,4,1,34,25.0,0,416,416,108,26.0,3,31,16.5,3.0,1.6,188,61.3,2023,31
Corey LaJoie,36,18,5,3,37,19.0,36,597,561,225,37.7,7,92,48.9,0.0,0.0,188,80.1,2023,31
Austin Cindric,7,6,6,1,35,17.0,-8,406,414,282,69.5,1,108,57.4,15.0,8.0,188,91.6,2023,31
Justin Haley,30,32,7,1,38,19.0,3,506,503,191,37.7,5,75,39.9,1.0,0.5,188,72.5,2023,31
Chase Elliott,23,14,8,1,38,12.0,5,623,618,316,50.7,2,135,71.8,8.0,4.3,188,88.7,2023,31
Ryan Preece,19,11,9,1,34,16.0,8,597,589,282,47.2,6,102,54.3,8.0,4.3,188,83.6,2023,31
Riley Herbst,6,1,10,1,38,19.0,8,599,591,208,34.7,6,77,41.0,10.0,5.3,188,67.7,2023,31
Daniel Suarez,28,30,11,2,38,19.0,26,592,566,259,43.8,4,91,48.4,0.0,0.0,188,71.4,2023,31
Chandler Smith,34,31,12,2,37,23.0,-12,642,654,119,18.5,5,53,28.2,0.0,0.0,188,50.2,2023,31
Todd Gilliland,17,5,13,1,37,19.0,10,656,646,142,21.6,6,43,22.9,0.0,0.0,188,77.8,2023,31
Chase Briscoe,3,27,14,2,35,20.0,1,601,600,205,34.1,10,61,32.4,0.0,0.0,188,76.0,2023,31
Christopher Bell,15,19,15,1,34,22.0,24,631,607,90,14.3,9,31,16.5,2.0,1.1,188,66.0,2023,31
Kyle Larson,4,16,16,1,33,8.0,-13,592,605,413,69.8,1,163,86.7,1.0,0.5,188,93.9,2023,31
Tyler Reddick,13,2,17,1,33,16.0,-16,601,617,217,36.1,2,85,45.2,2.0,1.1,188,78.6,2023,31
Aric Almirola,1,10,18,1,37,11.0,-25,584,609,394,67.5,3,147,78.2,7.0,3.7,188,79.5,2023,31
Martin Truex Jr,16,21,19,1,33,19.0,-10,615,625,174,28.3,1,58,30.9,0.0,0.0,188,72.3,2023,31
Chris Buescher,24,28,20,1,38,22.0,-8,613,621,167,27.2,9,39,20.7,3.0,1.6,188,65.9,2023,31
A.J. Allmendinger,31,29,21,3,38,27.0,3,553,550,28,5.1,3,10,5.3,0.0,0.0,188,42.0,2023,31
Michael McDowell,18,3,22,1,38,20.0,0,672,672,118,17.6,7,34,18.1,5.0,2.7,188,69.9,2023,31
Ricky Stenhouse Jr,35,9,23,1,38,14.0,21,683,662,336,49.2,8,113,60.1,14.0,7.4,188,83.1,2023,31
Bubba Wallace,9,4,24,1,33,17.0,-2,675,677,264,39.1,6,77,41.0,3.0,1.6,188,71.9,2023,31
Joey Logano,2,24,25,1,32,10.0,-30,464,494,228,49.1,0,137,72.9,48.0,25.5,188,85.3,2023,31
Kyle Busch,25,23,26,1,35,15.0,-8,573,581,241,42.1,3,105,55.9,2.0,1.1,188,71.3,2023,31
Erik Jones,26,7,27,1,38,19.0,-14,588,602,224,38.1,4,72,38.3,4.0,2.1,188,59.2,2023,31
Ty Dillon,33,13,28,1,36,19.0,10,584,574,218,37.3,3,69,36.7,2.0,1.1,188,69.0,2023,31
Alex Bowman,20,12,29,1,38,14.0,-16,615,631,298,48.5,5,125,66.5,13.0,6.9,188,68.0,2023,31
B.J. McLeod,37,35,30,12,38,34.0,1,165,164,0,0.0,7,0,0.0,0.0,0.0,187,31.1,2023,31
Brennan Poole,29,36,31,26,38,36.0,-8,88,96,0,0.0,3,0,0.0,0.0,0.0,186,29.0,2023,31
Harrison Burton,21,25,32,3,38,24.0,-35,520,555,18,3.5,7,13,7.4,0.0,0.0,175,43.4,2023,31
Brad Keselowski,5,26,33,1,35,17.0,-17,473,490,211,44.6,4,87,54.0,5.0,3.1,161,81.1,2023,31
Austin Dillon,14,15,34,1,35,19.0,4,462,458,157,34.0,1,69,42.9,1.0,0.6,161,73.9,2023,31
Ty Gibbs,22,22,35,2,35,22.0,-9,555,564,73,13.2,5,39,24.2,0.0,0.0,161,64.1,2023,31
Carson Hocevar,38,34,36,3,38,31.0,-6,323,329,31,9.6,10,7,4.3,0.0,0.0,161,51.3,2023,31
J.J. Yeley,27,37,37,12,38,35.0,-19,202,221,3,1.5,0,2,2.4,0.0,0.0,83,25.7,2023,31
Ross Chastain,32,38,38,1,37,33.0,19,218,199,50,22.9,1,17,28.8,0.0,0.0,59,31.8,2023,31
A.J. Allmendinger,6,2,1,1,20,4.0,-11,55,66,18,32.7,17,106,97.2,46.0,42.2,109,142.5,2023,32
William Byron,14,4,2,2,26,8.0,-5,66,71,22,33.3,3,103,94.5,0.0,0.0,109,108.2,2023,32
Kyle Busch,5,1,3,1,24,5.0,-10,86,96,19,22.1,8,105,96.3,6.0,5.5,109,118.4,2023,32
Ty Gibbs,10,3,4,1,19,5.0,-8,63,71,24,38.1,7,108,99.1,0.0,0.0,109,115.2,2023,32
Joey Logano,7,5,5,4,28,8.0,-13,66,79,22,33.3,0,104,95.4,0.0,0.0,109,103.7,2023,32
Tyler Reddick,1,21,6,1,28,8.0,40,66,26,28,42.4,9,95,87.2,27.0,24.8,109,114.9,2023,32
Chris Buescher,20,6,7,3,23,11.0,-3,61,64,21,34.4,2,80,73.4,0.0,0.0,109,93.4,2023,32
Alex Bowman,16,9,8,5,28,11.0,-11,78,89,23,29.5,1,98,89.9,0.0,0.0,109,89.2,2023,32
Chase Elliott,8,22,9,1,35,11.0,32,90,58,21,23.3,7,77,70.6,15.0,13.8,109,104.7,2023,32
Ross Chastain,12,26,10,3,32,17.0,29,104,75,19,18.3,0,43,39.5,0.0,0.0,109,79.0,2023,32
Ryan Preece,18,14,11,9,32,17.0,-3,88,91,21,23.9,0,55,50.5,0.0,0.0,109,74.3,2023,32
Ryan Blaney,17,8,12,1,35,15.0,11,95,84,12,12.6,2,64,58.7,6.0,5.5,109,86.6,2023,32
Kyle Larson,36,27,13,4,36,17.0,37,107,70,20,18.7,3,59,54.1,0.0,0.0,109,77.5,2023,32
Austin Dillon,15,13,14,2,35,18.0,-27,89,116,12,13.5,1,37,33.9,0.0,0.0,109,76.6,2023,32
Christopher Bell,2,30,15,1,30,11.0,1,81,80,15,18.5,5,81,74.3,9.0,8.3,109,90.2,2023,32
Bubba Wallace,4,28,16,2,32,17.0,18,98,80,13,13.3,1,43,39.5,0.0,0.0,109,77.1,2023,32
Corey LaJoie,24,15,17,6,33,21.0,8,105,97,16,15.2,0,25,22.9,0.0,0.0,109,62.2,2023,32
Brad Keselowski,19,10,18,7,33,19.0,14,141,127,12,8.5,1,31,28.4,0.0,0.0,109,67.2,2023,32
Kevin Harvick,22,12,19,12,36,22.0,-25,77,102,2,2.6,5,8,7.3,0.0,0.0,109,60.4,2023,32
Martin Truex Jr,11,29,20,4,33,20.0,38,83,45,12,14.5,2,34,31.2,0.0,0.0,109,66.3,2023,32
Aric Almirola,21,36,21,8,36,25.0,-22,71,93,3,4.2,1,2,1.8,0.0,0.0,109,52.1,2023,32
Justin Haley,25,17,22,2,31,21.0,-12,113,125,7,6.2,1,5,4.6,0.0,0.0,109,55.7,2023,32
Todd Gilliland,32,20,23,11,34,23.0,5,109,104,7,6.4,0,9,8.3,0.0,0.0,109,48.7,2023,32
Harrison Burton,31,23,24,14,36,27.0,-7,96,103,0,0.0,1,1,0.9,0.0,0.0,109,46.2,2023,32
Austin Cindric,29,11,25,8,36,19.0,-15,85,100,13,15.3,2,44,40.4,0.0,0.0,109,62.4,2023,32
