driver_name,season_year,race_number,race_season_points,wins,stage_wins,race_playoff_points,race_finish_points,race_stage_points
Chase Elliott,2024,3,30,0,0,0,25,5
Brad Keselowski,2024,3,24,0,0,0,24,0
Erik Jones,2024,3,24,0,0,0,23,1
Carson Hocevar,2024,3,22,0,0,0,22,0
Austin Dillon,2024,3,25,0,0,0,21,4
Ricky Stenhouse Jr,2024,3,20,0,0,0,20,0
Alex Bowman,2024,3,22,0,0,0,19,3
Daniel Hemric,2024,3,18,0,0,0,18,0
Josh Berry,2024,3,17,0,0,0,17,0
Chase Briscoe,2024,3,16,0,0,0,16,0
John H. Nemechek,2024,3,15,0,0,0,15,0
Ryan Preece,2024,3,14,0,0,0,14,0
Todd Gilliland,2024,3,13,0,0,0,13,0
Michael McDowell,2024,3,12,0,0,0,12,0
Kyle Busch,2024,3,18,0,0,0,11,7
Justin Haley,2024,3,10,0,0,0,10,0
Derek Kraus,2024,3,9,0,0,0,9,0
Austin Cindric,2024,3,10,0,0,0,8,2
Harrison Burton,2024,3,7,0,0,0,7,0
Kaz Grala,2024,3,6,0,0,0,6,0
Corey LaJoie,2024,3,9,0,0,0,5,4
Christopher Bell,2024,3,5,0,0,0,4,1
J.J. Yeley,2024,3,0,0,0,0,3,0
Bubba Wallace,2024,3,2,0,0,0,2,0
Zane Smith,2024,3,1,0,0,0,1,0
Chris Buescher,2024,3,1,0,0,0,1,0
Christopher Bell,2024,4,50,1,1,6,40,10
Chris Buescher,2024,4,36,0,0,0,35,1
Ty Gibbs,2024,4,43,0,0,0,34,9
Brad Keselowski,2024,4,35,0,0,0,33,2
Ryan Blaney,2024,4,41,0,0,0,32,9
Ross Chastain,2024,4,31,0,0,0,31,0
Martin Truex Jr,2024,4,37,0,0,0,30,7
Michael McDowell,2024,4,32,0,0,0,29,3
Chase Briscoe,2024,4,30,0,0,0,28,2
Tyler Reddick,2024,4,46,0,1,1,27,19
Denny Hamlin,2024,4,42,0,0,0,26,16
Noah Gragson,2024,4,28,0,0,0,25,3
Daniel Suarez,2024,4,24,0,0,0,24,0
Kyle Larson,2024,4,23,0,0,0,23,0
Carson Hocevar,2024,4,22,0,0,0,22,0
Bubba Wallace,2024,4,21,0,0,0,21,0
Todd Gilliland,2024,4,20,0,0,0,20,0
William Byron,2024,4,31,0,0,0,19,12
Chase Elliott,2024,4,28,0,0,0,18,10
Alex Bowman,2024,4,17,0,0,0,17,0
Ricky Stenhouse Jr,2024,4,16,0,0,0,16,0
Kyle Busch,2024,4,15,0,0,0,15,0
Ryan Preece,2024,4,14,0,0,0,14,0
Justin Haley,2024,4,13,0,0,0,13,0
John H. Nemechek,2024,4,12,0,0,0,12,0
Josh Berry,2024,4,11,0,0,0,11,0
Harrison Burton,2024,4,10,0,0,0,10,0
Daniel Hemric,2024,4,9,0,0,0,9,0
Zane Smith,2024,4,8,0,0,0,8,0
Kaz Grala,2024,4,7,0,0,0,7,0
Erik Jones,2024,4,13,0,0,0,6,7
Austin Dillon,2024,4,5,0,0,0,5,0
Corey LaJoie,2024,4,4,0,0,0,4,0
Joey Logano,2024,4,3,0,0,0,3,0
Derek Kraus,2024,4,2,0,0,0,2,0
Austin Cindric,2024,4,1,0,0,0,1,0
Denny Hamlin,2024,5,44,1,0,5,40,4
Martin Truex Jr,2024,5,44,0,0,0,35,9
Brad Keselowski,2024,5,50,0,0,0,34,16
Alex Bowman,2024,5,33,0,0,0,33,0
Kyle Larson,2024,5,44,0,0,0,32,12
John H. Nemechek,2024,5,44,0,0,0,31,13
Chris Buescher,2024,5,38,0,0,0,30,8
Chase Elliott,2024,5,29,0,0,0,29,0
Ty Gibbs,2024,5,48,0,2,2,28,20
Christopher Bell,2024,5,36,0,0,0,27,9
Michael McDowell,2024,5,26,0,0,0,26,0
Josh Berry,2024,5,26,0,0,0,25,1
Chase Briscoe,2024,5,24,0,0,0,24,0
Ryan Preece,2024,5,26,0,0,0,23,3
Ross Chastain,2024,5,22,0,0,0,22,0
Ryan Blaney,2024,5,26,0,0,0,21,5
Justin Haley,2024,5,20,0,0,0,20,0
Daniel Suarez,2024,5,19,0,0,0,19,0
Kaz Grala,2024,5,18,0,0,0,18,0
Erik Jones,2024,5,17,0,0,0,17,0
Corey LaJoie,2024,5,16,0,0,0,16,0
Joey Logano,2024,5,23,0,0,0,15,8
A.J. Allmendinger,2024,5,0,0,0,0,14,0
Austin Dillon,2024,5,13,0,0,0,13,0
Kyle Busch,2024,5,12,0,0,0,12,0
Todd Gilliland,2024,5,11,0,0,0,11,0
Carson Hocevar,2024,5,10,0,0,0,10,0
Daniel Hemric,2024,5,9,0,0,0,9,0
Bubba Wallace,2024,5,10,0,0,0,8,2
Tyler Reddick,2024,5,7,0,0,0,7,0
Austin Cindric,2024,5,6,0,0,0,6,0
Harrison Burton,2024,5,5,0,0,0,5,0
Ricky Stenhouse Jr,2024,5,4,0,0,0,4,0
Noah Gragson,2024,5,3,0,0,0,3,0
William Byron,2024,5,2,0,0,0,2,0
Zane Smith,2024,5,1,0,0,0,1,0
William Byron,2024,6,47,1,0,5,40,7
Christopher Bell,2024,6,45,0,1,1,35,10
Ty Gibbs,2024,6,37,0,0,0,34,3
Alex Bowman,2024,6,33,0,0,0,33,0
Tyler Reddick,2024,6,34,0,0,0,32,2
A.J. Allmendinger,2024,6,0,0,0,0,31,0
Ross Chastain,2024,6,31,0,0,0,30,1
Chris Buescher,2024,6,29,0,0,0,29,0
Kyle Busch,2024,6,28,0,0,0,28,0
Martin Truex Jr,2024,6,35,0,0,0,27,8
Joey Logano,2024,6,26,0,0,0,26,0
Ryan Blaney,2024,6,34,0,0,0,25,9
Chase Briscoe,2024,6,24,0,0,0,24,0
Denny Hamlin,2024,6,33,0,1,1,23,10
Bubba Wallace,2024,6,22,0,0,0,22,0
Chase Elliott,2024,6,21,0,0,0,21,0
Kyle Larson,2024,6,20,0,0,0,20,0
Austin Cindric,2024,6,26,0,0,0,19,7
Zane Smith,2024,6,18,0,0,0,18,0
Shane Van Gisbergen,2024,6,0,0,0,0,17,0
John H. Nemechek,2024,6,20,0,0,0,16,4
Carson Hocevar,2024,6,15,0,0,0,15,0
Ryan Preece,2024,6,20,0,0,0,14,6
Corey LaJoie,2024,6,13,0,0,0,13,0
Austin Dillon,2024,6,18,0,0,0,12,6
Todd Gilliland,2024,6,18,0,0,0,11,7
Kaz Grala,2024,6,10,0,0,0,10,0
Ricky Stenhouse Jr,2024,6,14,0,0,0,9,5
Kamui Kobayashi,2024,6,8,0,0,0,8,0
Harrison Burton,2024,6,7,0,0,0,7,0
Daniel Suarez,2024,6,15,0,0,0,6,9
Erik Jones,2024,6,5,0,0,0,5,0
Brad Keselowski,2024,6,9,0,0,0,4,5
Noah Gragson,2024,6,3,0,0,0,3,0
Josh Berry,2024,6,3,0,0,0,2,1
Timmy Hill,2024,6,0,0,0,0,1,0
Daniel Hemric,2024,6,3,0,0,0,1,2
Michael McDowell,2024,6,9,0,0,0,1,8
Justin Haley,2024,6,1,0,0,0,1,0
Denny Hamlin,2024,7,46,1,0,5,40,6
Joey Logano,2024,7,49,0,0,0,35,14
Kyle Larson,2024,7,51,0,1,1,34,17
Martin Truex Jr,2024,7,50,0,1,1,33,17
Chase Elliott,2024,7,36,0,0,0,32,4
Christopher Bell,2024,7,36,0,0,0,31,5
William Byron,2024,7,32,0,0,0,30,2
Brad Keselowski,2024,7,29,0,0,0,29,0
Chris Buescher,2024,7,32,0,0,0,28,4
Tyler Reddick,2024,7,28,0,0,0,27,1
Josh Berry,2024,7,37,0,0,0,26,11
Noah Gragson,2024,7,25,0,0,0,25,0
Bubba Wallace,2024,7,36,0,0,0,24,12
Erik Jones,2024,7,23,0,0,0,23,0
Ross Chastain,2024,7,25,0,0,0,22,3
Ty Gibbs,2024,7,21,0,0,0,21,0
Alex Bowman,2024,7,28,0,0,0,20,8
Chase Briscoe,2024,7,19,0,0,0,19,0
Ryan Blaney,2024,7,18,0,0,0,18,0
Kyle Busch,2024,7,17,0,0,0,17,0
Todd Gilliland,2024,7,21,0,0,0,16,5
Daniel Suarez,2024,7,15,0,0,0,15,0
Austin Cindric,2024,7,14,0,0,0,14,0
Austin Dillon,2024,7,13,0,0,0,13,0
John H. Nemechek,2024,7,12,0,0,0,12,0
Michael McDowell,2024,7,11,0,0,0,11,0
Carson Hocevar,2024,7,10,0,0,0,10,0
Ryan Preece,2024,7,10,0,0,0,9,1
Ty Dillon,2024,7,0,0,0,0,8,0
Daniel Hemric,2024,7,7,0,0,0,7,0
Kaz Grala,2024,7,6,0,0,0,6,0
Justin Haley,2024,7,5,0,0,0,5,0
Ricky Stenhouse Jr,2024,7,4,0,0,0,4,0
Harrison Burton,2024,7,3,0,0,0,3,0
Zane Smith,2024,7,2,0,0,0,2,0
Corey LaJoie,2024,7,1,0,0,0,1,0
William Byron,2024,8,46,1,0,5,40,6
Kyle Larson,2024,8,53,0,1,1,35,18
Chase Elliott,2024,8,49,0,0,0,34,15
Bubba Wallace,2024,8,51,0,0,0,33,18
Ryan Blaney,2024,8,32,0,0,0,32,0
Joey Logano,2024,8,42,0,0,0,31,11
Tyler Reddick,2024,8,30,0,0,0,30,0
Alex Bowman,2024,8,34,0,0,0,29,5
Ryan Preece,2024,8,28,0,0,0,28,0
Chase Briscoe,2024,8,38,0,0,0,27,11
Denny Hamlin,2024,8,40,0,1,1,26,14
Erik Jones,2024,8,25,0,0,0,25,0
Todd Gilliland,2024,8,24,0,0,0,24,0
Ross Chastain,2024,8,25,0,0,0,23,2
Chris Buescher,2024,8,22,0,0,0,22,0
Kyle Busch,2024,8,22,0,0,0,21,1
Carson Hocevar,2024,8,20,0,0,0,20,0
Martin Truex Jr,2024,8,25,0,0,0,19,6
Ty Gibbs,2024,8,18,0,0,0,18,0
Noah Gragson,2024,8,17,0,0,0,17,0
Michael McDowell,2024,8,16,0,0,0,16,0
Daniel Suarez,2024,8,15,0,0,0,15,0
Austin Cindric,2024,8,14,0,0,0,14,0
Brad Keselowski,2024,8,13,0,0,0,13,0
Josh Berry,2024,8,15,0,0,0,12,3
Kaz Grala,2024,8,11,0,0,0,11,0
Josh Williams,2024,8,0,0,0,0,10,0
Daniel Hemric,2024,8,9,0,0,0,9,0
Ricky Stenhouse Jr,2024,8,8,0,0,0,8,0
Justin Haley,2024,8,7,0,0,0,7,0
Zane Smith,2024,8,6,0,0,0,6,0
Corey LaJoie,2024,8,5,0,0,0,5,0
Harrison Burton,2024,8,4,0,0,0,4,0
Austin Dillon,2024,8,3,0,0,0,3,0
Christopher Bell,2024,8,2,0,0,0,2,0
John H. Nemechek,2024,8,1,0,0,0,1,0
David Starr,2024,8,0,0,0,0,1,0
Chase Elliott,2024,9,45,1,0,5,40,5
Brad Keselowski,2024,9,40,0,0,0,35,5
William Byron,2024,9,36,0,0,0,34,2
Tyler Reddick,2024,9,40,0,0,0,33,7
Daniel Suarez,2024,9,32,0,0,0,32,0
Chase Briscoe,2024,9,43,0,0,0,31,12
Bubba Wallace,2024,9,40,0,0,0,30,10
Austin Dillon,2024,9,29,0,0,0,29,0
Kyle Busch,2024,9,28,0,0,0,28,0
Carson Hocevar,2024,9,27,0,0,0,27,0
Joey Logano,2024,9,26,0,0,0,26,0
Ryan Preece,2024,9,25,0,0,0,25,0
Ty Gibbs,2024,9,26,0,0,0,24,2
Martin Truex Jr,2024,9,23,0,0,0,23,0
Chris Buescher,2024,9,22,0,0,0,22,0
Ty Dillon,2024,9,0,0,0,0,21,0
Christopher Bell,2024,9,29,0,0,0,20,9
Noah Gragson,2024,9,19,0,0,0,19,0
Erik Jones,2024,9,25,0,0,0,18,7
Daniel Hemric,2024,9,17,0,0,0,17,0
Kyle Larson,2024,9,26,0,1,1,16,10
Corey LaJoie,2024,9,15,0,0,0,15,0
Ricky Stenhouse Jr,2024,9,17,0,0,0,14,3
Justin Haley,2024,9,13,0,0,0,13,0
Austin Cindric,2024,9,12,0,0,0,12,0
Zane Smith,2024,9,11,0,0,0,11,0
Kaz Grala,2024,9,10,0,0,0,10,0
Harrison Burton,2024,9,13,0,0,0,9,4
Jimmie Johnson,2024,9,8,0,0,0,8,0
Denny Hamlin,2024,9,15,0,0,0,7,8
Todd Gilliland,2024,9,6,0,0,0,6,0
Ross Chastain,2024,9,15,0,1,1,5,10
Ryan Blaney,2024,9,17,0,0,0,4,13
John H. Nemechek,2024,9,3,0,0,0,3,0
Michael McDowell,2024,9,5,0,0,0,2,3
Josh Berry,2024,9,1,0,0,0,1,0
Alex Bowman,2024,9,1,0,0,0,1,0
Austin Hill,2024,9,0,0,0,0,1,0
Tyler Reddick,2024,10,47,1,0,5,40,7
Brad Keselowski,2024,10,38,0,0,0,35,3
Noah Gragson,2024,10,34,0,0,0,34,0
Ricky Stenhouse Jr,2024,10,33,0,0,0,33,0
Alex Bowman,2024,10,33,0,0,0,32,1
Anthony Alfredo,2024,10,0,0,0,0,31,0
William Byron,2024,10,38,0,0,0,30,8
Todd Gilliland,2024,10,29,0,0,0,29,0
Daniel Hemric,2024,10,28,0,0,0,28,0
Harrison Burton,2024,10,32,0,0,0,27,5
Martin Truex Jr,2024,10,26,0,0,0,26,0
Chase Briscoe,2024,10,25,0,0,0,25,0
Ross Chastain,2024,10,30,0,0,0,24,6
Ryan Preece,2024,10,25,0,0,0,23,2
Chase Elliott,2024,10,34,0,0,0,22,12
Josh Berry,2024,10,21,0,0,0,21,0
Carson Hocevar,2024,10,20,0,0,0,20,0
Corey LaJoie,2024,10,19,0,0,0,19,0
Joey Logano,2024,10,28,0,1,1,18,10
Ryan Blaney,2024,10,24,0,0,0,17,7
Kyle Larson,2024,10,24,0,0,0,16,8
Ty Gibbs,2024,10,16,0,0,0,15,1
Austin Cindric,2024,10,33,0,1,1,14,19
Cody Ware,2024,10,13,0,0,0,13,0
Chris Buescher,2024,10,16,0,0,0,12,4
Daniel Suarez,2024,10,11,0,0,0,11,0
Kyle Busch,2024,10,16,0,0,0,10,6
Shane Van Gisbergen,2024,10,0,0,0,0,9,0
Zane Smith,2024,10,8,0,0,0,8,0
Austin Dillon,2024,10,14,0,0,0,7,7
Michael McDowell,2024,10,6,0,0,0,6,0
B.J. McLeod,2024,10,0,0,0,0,5,0
John H. Nemechek,2024,10,4,0,0,0,4,0
Justin Haley,2024,10,3,0,0,0,3,0
Erik Jones,2024,10,2,0,0,0,2,0
Bubba Wallace,2024,10,1,0,0,0,1,0
Denny Hamlin,2024,10,1,0,0,0,1,0
Christopher Bell,2024,10,5,0,0,0,1,4
Denny Hamlin,2024,11,53,1,0,5,40,13
Kyle Larson,2024,11,51,0,1,1,35,16
Martin Truex Jr,2024,11,51,0,1,1,34,17
Kyle Busch,2024,11,42,0,0,0,33,9
Chase Elliott,2024,11,40,0,0,0,32,8
Noah Gragson,2024,11,31,0,0,0,31,0
Ryan Blaney,2024,11,40,0,0,0,30,10
Alex Bowman,2024,11,41,0,0,0,29,12
Daniel Hemric,2024,11,28,0,0,0,28,0
Ty Gibbs,2024,11,27,0,0,0,27,0
Tyler Reddick,2024,11,38,0,0,0,26,12
Ross Chastain,2024,11,25,0,0,0,25,0
A.J. Allmendinger,2024,11,0,0,0,0,24,0
Josh Berry,2024,11,23,0,0,0,23,0
Austin Cindric,2024,11,22,0,0,0,22,0
Joey Logano,2024,11,21,0,0,0,21,0
Chris Buescher,2024,11,20,0,0,0,20,0
Daniel Suarez,2024,11,19,0,0,0,19,0
Chase Briscoe,2024,11,18,0,0,0,18,0
John H. Nemechek,2024,11,17,0,0,0,17,0
Corey LaJoie,2024,11,16,0,0,0,16,0
Carson Hocevar,2024,11,15,0,0,0,15,0
Justin Haley,2024,11,14,0,0,0,14,0
Zane Smith,2024,11,13,0,0,0,13,0
Corey Heim,2024,11,0,0,0,0,12,0
Harrison Burton,2024,11,11,0,0,0,11,0
Austin Dillon,2024,11,10,0,0,0,10,0
Jimmie Johnson,2024,11,9,0,0,0,9,0
Kaz Grala,2024,11,8,0,0,0,8,0
Brad Keselowski,2024,11,7,0,0,0,7,0
Todd Gilliland,2024,11,6,0,0,0,6,0
Bubba Wallace,2024,11,6,0,0,0,5,1
William Byron,2024,11,13,0,0,0,4,9
Christopher Bell,2024,11,3,0,0,0,3,0
Ricky Stenhouse Jr,2024,11,5,0,0,0,2,3
Michael McDowell,2024,11,1,0,0,0,1,0
Ryan Preece,2024,11,1,0,0,0,1,0
Kyle Larson,2024,12,57,1,0,5,40,17
Chris Buescher,2024,12,51,0,1,1,35,16
Chase Elliott,2024,12,35,0,0,0,34,1
Martin Truex Jr,2024,12,43,0,0,0,33,10
Denny Hamlin,2024,12,50,0,1,1,32,18
Christopher Bell,2024,12,38,0,0,0,31,7
Alex Bowman,2024,12,34,0,0,0,30,4
Kyle Busch,2024,12,39,0,0,0,29,10
Noah Gragson,2024,12,31,0,0,0,28,3
Michael McDowell,2024,12,27,0,0,0,27,0
Brad Keselowski,2024,12,26,0,0,0,26,0
Ryan Blaney,2024,12,25,0,0,0,25,0
John H. Nemechek,2024,12,24,0,0,0,24,0
Todd Gilliland,2024,12,23,0,0,0,23,0
Josh Berry,2024,12,22,0,0,0,22,0
Ricky Stenhouse Jr,2024,12,21,0,0,0,21,0
Bubba Wallace,2024,12,20,0,0,0,20,0
Justin Haley,2024,12,19,0,0,0,19,0
Ross Chastain,2024,12,29,0,0,0,18,11
Tyler Reddick,2024,12,20,0,0,0,17,3
Chase Briscoe,2024,12,16,0,0,0,16,0
Corey Heim,2024,12,0,0,0,0,15,0
William Byron,2024,12,14,0,0,0,14,0
Carson Hocevar,2024,12,13,0,0,0,13,0
Austin Dillon,2024,12,12,0,0,0,12,0
Corey LaJoie,2024,12,11,0,0,0,11,0
Daniel Suarez,2024,12,10,0,0,0,10,0
Ryan Preece,2024,12,9,0,0,0,9,0
Zane Smith,2024,12,8,0,0,0,8,0
Daniel Hemric,2024,12,7,0,0,0,7,0
Derek Kraus,2024,12,6,0,0,0,6,0
Ty Gibbs,2024,12,15,0,0,0,5,10
Austin Hill,2024,12,0,0,0,0,4,0
Joey Logano,2024,12,3,0,0,0,3,0
Riley Herbst,2024,12,0,0,0,0,2,0
Harrison Burton,2024,12,1,0,0,0,1,0
Austin Cindric,2024,12,1,0,0,0,1,0
Jimmie Johnson,2024,12,1,0,0,0,1,0
Brad Keselowski,2024,13,57,1,0,5,40,17
Ty Gibbs,2024,13,52,0,0,0,35,17
Josh Berry,2024,13,34,0,0,0,34,0
Denny Hamlin,2024,13,36,0,0,0,33,3
Chase Briscoe,2024,13,32,0,0,0,32,0
William Byron,2024,13,38,0,0,0,31,7
Bubba Wallace,2024,13,33,0,0,0,30,3
Alex Bowman,2024,13,29,0,0,0,29,0
Justin Haley,2024,13,28,0,0,0,28,0
Michael McDowell,2024,13,27,0,0,0,27,0
Ross Chastain,2024,13,27,0,0,0,26,1
Chase Elliott,2024,13,25,0,0,0,25,0
Christopher Bell,2024,13,24,0,0,0,24,0
Noah Gragson,2024,13,23,0,0,0,23,0
Todd Gilliland,2024,13,27,0,0,0,22,5
Corey LaJoie,2024,13,21,0,0,0,21,0
Ryan Preece,2024,13,20,0,0,0,20,0
Kaz Grala,2024,13,19,0,0,0,19,0
Erik Jones,2024,13,18,0,0,0,18,0
Austin Cindric,2024,13,17,0,0,0,17,0
Joey Logano,2024,13,23,0,0,0,16,7
Harrison Burton,2024,13,15,0,0,0,15,0
Ricky Stenhouse Jr,2024,13,14,0,0,0,14,0
Daniel Suarez,2024,13,13,0,0,0,13,0
Martin Truex Jr,2024,13,18,0,0,0,12,6
Carson Hocevar,2024,13,11,0,0,0,11,0
Kyle Busch,2024,13,10,0,0,0,10,0
Austin Dillon,2024,13,9,0,0,0,9,0
Derek Kraus,2024,13,8,0,0,0,8,0
Chris Buescher,2024,13,15,0,0,0,7,8
John H. Nemechek,2024,13,6,0,0,0,6,0
Tyler Reddick,2024,13,22,0,1,1,5,17
Daniel Hemric,2024,13,4,0,0,0,4,0
Kyle Larson,2024,13,19,0,1,1,3,16
Zane Smith,2024,13,2,0,0,0,2,0
Ryan Blaney,2024,13,4,0,0,0,1,3
Christopher Bell,2024,14,67,1,2,7,40,27
Brad Keselowski,2024,14,53,0,0,0,35,18
William Byron,2024,14,61,0,1,1,34,27
Tyler Reddick,2024,14,41,0,0,0,33,8
Denny Hamlin,2024,14,45,0,0,0,32,13
Ty Gibbs,2024,14,45,0,0,0,31,14
Chase Elliott,2024,14,38,0,0,0,30,8
Ross Chastain,2024,14,34,0,0,0,29,5
Alex Bowman,2024,14,43,0,0,0,28,15
Josh Berry,2024,14,33,0,0,0,27,6
Bubba Wallace,2024,14,39,0,0,0,26,13
Martin Truex Jr,2024,14,31,0,0,0,25,6
Justin Allgaier,2024,14,0,0,0,0,24,0
Joey Logano,2024,14,23,0,0,0,23,0
Kyle Busch,2024,14,22,0,0,0,22,0
Michael McDowell,2024,14,22,0,0,0,21,1
Todd Gilliland,2024,14,20,0,0,0,20,0
Daniel Hemric,2024,14,19,0,0,0,19,0
Erik Jones,2024,14,18,0,0,0,18,0
Austin Cindric,2024,14,17,0,0,0,17,0
Carson Hocevar,2024,14,16,0,0,0,16,0
Justin Haley,2024,14,15,0,0,0,15,0
Chris Buescher,2024,14,14,0,0,0,14,0
Daniel Suarez,2024,14,13,0,0,0,13,0
Chase Briscoe,2024,14,12,0,0,0,12,0
Ryan Preece,2024,14,11,0,0,0,11,0
Austin Dillon,2024,14,10,0,0,0,10,0
Shane Van Gisbergen,2024,14,0,0,0,0,9,0
Jimmie Johnson,2024,14,8,0,0,0,8,0
John H. Nemechek,2024,14,7,0,0,0,7,0
Ricky Stenhouse Jr,2024,14,6,0,0,0,6,0
Harrison Burton,2024,14,5,0,0,0,5,0
Zane Smith,2024,14,4,0,0,0,4,0
Kaz Grala,2024,14,3,0,0,0,3,0
Corey LaJoie,2024,14,2,0,0,0,2,0
Ty Dillon,2024,14,0,0,0,0,1,0
B.J. McLeod,2024,14,0,0,0,0,1,0
Noah Gragson,2024,14,1,0,0,0,1,0
Ryan Blaney,2024,14,5,0,0,0,1,4
J.J. Yeley,2024,14,0,0,0,0,1,0
Austin Cindric,2024,15,56,1,0,5,40,16
Denny Hamlin,2024,15,42,0,0,0,35,7
Brad Keselowski,2024,15,40,0,0,0,34,6
Tyler Reddick,2024,15,36,0,0,0,33,3
Joey Logano,2024,15,39,0,0,0,32,7
Austin Dillon,2024,15,33,0,0,0,31,2
Christopher Bell,2024,15,50,0,2,2,30,20
Carson Hocevar,2024,15,32,0,0,0,29,3
Justin Haley,2024,15,28,0,0,0,28,0
Kyle Larson,2024,15,27,0,0,0,27,0
Ty Gibbs,2024,15,30,0,0,0,26,4
Ross Chastain,2024,15,25,0,0,0,25,0
Chase Elliott,2024,15,32,0,0,0,24,8
Chris Buescher,2024,15,23,0,0,0,23,0
William Byron,2024,15,27,0,0,0,22,5
Todd Gilliland,2024,15,21,0,0,0,21,0
Chase Briscoe,2024,15,24,0,0,0,20,4
Daniel Hemric,2024,15,19,0,0,0,19,0
Zane Smith,2024,15,18,0,0,0,18,0
Ricky Stenhouse Jr,2024,15,17,0,0,0,17,0
Bubba Wallace,2024,15,16,0,0,0,16,0
Noah Gragson,2024,15,15,0,0,0,15,0
Daniel Suarez,2024,15,14,0,0,0,14,0
Ryan Blaney,2024,15,29,0,0,0,13,16
Michael McDowell,2024,15,21,0,0,0,12,9
Erik Jones,2024,15,11,0,0,0,11,0
John H. Nemechek,2024,15,10,0,0,0,10,0
Alex Bowman,2024,15,9,0,0,0,9,0
Ryan Preece,2024,15,8,0,0,0,8,0
Derek Kraus,2024,15,7,0,0,0,7,0
Harrison Burton,2024,15,6,0,0,0,6,0
Corey LaJoie,2024,15,5,0,0,0,5,0
Cody Ware,2024,15,4,0,0,0,4,0
Martin Truex Jr,2024,15,3,0,0,0,3,0
Kyle Busch,2024,15,2,0,0,0,2,0
Josh Berry,2024,15,1,0,0,0,1,0
Kyle Larson,2024,16,48,1,0,5,40,8
Michael McDowell,2024,16,40,0,0,0,35,5
Chris Buescher,2024,16,44,0,1,1,34,10
Chase Elliott,2024,16,40,0,0,0,33,7
Ross Chastain,2024,16,36,0,0,0,32,4
A.J. Allmendinger,2024,16,0,0,0,0,31,6
Ryan Blaney,2024,16,39,0,0,0,30,9
Tyler Reddick,2024,16,39,0,1,1,29,10
Christopher Bell,2024,16,28,0,0,0,28,0
Todd Gilliland,2024,16,31,0,0,0,27,4
Corey LaJoie,2024,16,28,0,0,0,26,2
Kyle Busch,2024,16,32,0,0,0,25,7
Brad Keselowski,2024,16,29,0,0,0,24,5
Daniel Suarez,2024,16,26,0,0,0,23,3
Alex Bowman,2024,16,28,0,0,0,22,6
Zane Smith,2024,16,21,0,0,0,21,0
Carson Hocevar,2024,16,20,0,0,0,20,0
Ryan Preece,2024,16,28,0,0,0,19,9
Erik Jones,2024,16,22,0,0,0,18,4
Bubba Wallace,2024,16,17,0,0,0,17,0
Joey Logano,2024,16,18,0,0,0,16,2
Austin Cindric,2024,16,15,0,0,0,15,0
Kaz Grala,2024,16,14,0,0,0,14,0
Ricky Stenhouse Jr,2024,16,13,0,0,0,13,0
Harrison Burton,2024,16,13,0,0,0,12,1
Noah Gragson,2024,16,11,0,0,0,11,0
Martin Truex Jr,2024,16,18,0,0,0,10,8
Daniel Hemric,2024,16,9,0,0,0,9,0
John H. Nemechek,2024,16,8,0,0,0,8,0
William Byron,2024,16,7,0,0,0,7,0
Will Brown,2024,16,6,0,0,0,6,0
Josh Berry,2024,16,5,0,0,0,5,0
Justin Haley,2024,16,4,0,0,0,4,0
Chase Briscoe,2024,16,3,0,0,0,3,0
Cameron Waters,2024,16,2,0,0,0,2,0
Austin Dillon,2024,16,1,0,0,0,1,0
Ty Gibbs,2024,16,1,0,0,0,1,0
Denny Hamlin,2024,16,1,0,0,0,1,0
Ryan Blaney,2024,17,57,1,1,6,40,17
William Byron,2024,17,42,0,0,0,35,7
Chase Elliott,2024,17,44,0,0,0,34,10
Christopher Bell,2024,17,33,0,0,0,33,0
Ricky Stenhouse Jr,2024,17,32,0,0,0,32,0
Joey Logano,2024,17,36,0,0,0,31,5
Josh Berry,2024,17,45,0,0,0,30,15
Alex Bowman,2024,17,29,0,0,0,29,0
Daniel Suarez,2024,17,36,0,0,0,28,8
Brad Keselowski,2024,17,32,0,0,0,27,5
Ross Chastain,2024,17,26,0,0,0,26,0
Todd Gilliland,2024,17,28,0,0,0,25,3
Justin Haley,2024,17,25,0,0,0,24,1
Carson Hocevar,2024,17,23,0,0,0,23,0
Martin Truex Jr,2024,17,22,0,0,0,22,0
Noah Gragson,2024,17,21,0,0,0,21,0
Bubba Wallace,2024,17,26,0,0,0,20,6
Chris Buescher,2024,17,23,0,0,0,19,4
Austin Dillon,2024,17,18,0,0,0,18,0
Harrison Burton,2024,17,17,0,0,0,17,0
Corey LaJoie,2024,17,20,0,0,0,16,4
Tyler Reddick,2024,17,15,0,0,0,15,0
Michael McDowell,2024,17,14,0,0,0,14,0
Denny Hamlin,2024,17,18,0,0,0,13,5
Ty Gibbs,2024,17,12,0,0,0,12,0
John H. Nemechek,2024,17,11,0,0,0,11,0
Ryan Preece,2024,17,10,0,0,0,10,0
Chase Briscoe,2024,17,9,0,0,0,9,0
Daniel Hemric,2024,17,8,0,0,0,8,0
Austin Cindric,2024,17,7,0,0,0,7,0
Zane Smith,2024,17,6,0,0,0,6,0
Erik Jones,2024,17,5,0,0,0,5,0
Kaz Grala,2024,17,4,0,0,0,4,0
Kyle Larson,2024,17,22,0,1,1,3,19
Kyle Busch,2024,17,3,0,0,0,2,1
A.J. Allmendinger,2024,17,0,0,0,0,1,0
Christopher Bell,2024,18,57,1,1,6,40,17
