driver_name,season_year,race_number,race_season_points,wins,stage_wins,race_playoff_points,race_finish_points,race_stage_points
Aric Almirola,2022,30,13,0,0,0,13,0
Bubba Wallace,2022,30,12,0,0,0,12,0
B.J. McLeod,2022,30,0,0,0,0,11,0
Ricky Stenhouse Jr,2022,30,14,0,0,0,10,4
Todd Gilliland,2022,30,9,0,0,0,9,0
Alex Bowman,2022,30,8,0,0,0,8,0
Chris Buescher,2022,30,7,0,0,0,7,0
Martin Truex Jr,2022,30,8,0,0,0,6,2
Chase Elliott,2022,30,5,0,0,0,5,0
Cody Ware,2022,30,4,0,0,0,4,0
Christopher Bell,2022,30,3,0,0,0,3,0
Cole Custer,2022,30,2,0,0,0,2,0
Kyle Busch,2022,30,1,0,0,0,1,0
Chase Elliott,2022,31,58,1,1,6,40,18
Ryan Blaney,2022,31,45,0,1,1,35,10
Michael McDowell,2022,31,34,0,0,0,34,0
Ross Chastain,2022,31,38,0,0,0,33,5
Denny Hamlin,2022,31,41,0,0,0,32,9
Erik Jones,2022,31,38,0,0,0,31,7
Todd Gilliland,2022,31,30,0,0,0,30,0
Daniel Suarez,2022,31,36,0,0,0,29,7
Austin Cindric,2022,31,35,0,0,0,28,7
Chase Briscoe,2022,31,28,0,0,0,27,1
Landon Cassill,2022,31,0,0,0,0,26,4
William Byron,2022,31,25,0,0,0,25,0
Austin Dillon,2022,31,24,0,0,0,24,0
Aric Almirola,2022,31,23,0,0,0,23,0
Justin Haley,2022,31,31,0,0,0,22,9
Bubba Wallace,2022,31,21,0,0,0,21,0
Christopher Bell,2022,31,20,0,0,0,20,0
Kyle Larson,2022,31,30,0,0,0,19,11
Noah Gragson,2022,31,0,0,0,0,18,2
Kyle Busch,2022,31,21,0,0,0,17,4
Cole Custer,2022,31,16,0,0,0,16,0
Ricky Stenhouse Jr,2022,31,20,0,0,0,15,5
Ty Dillon,2022,31,14,0,0,0,14,0
Brad Keselowski,2022,31,13,0,0,0,13,0
Chris Buescher,2022,31,15,0,0,0,12,3
Martin Truex Jr,2022,31,11,0,0,0,11,0
Joey Logano,2022,31,16,0,0,0,10,6
Tyler Reddick,2022,31,9,0,0,0,9,0
Kevin Harvick,2022,31,8,0,0,0,8,0
Justin Allgaier,2022,31,0,0,0,0,7,0
J.J. Yeley,2022,31,0,0,0,0,6,0
Cody Ware,2022,31,5,0,0,0,5,0
B.J. McLeod,2022,31,0,0,0,0,4,0
Daniel Hemric,2022,31,0,0,0,0,3,2
Corey LaJoie,2022,31,2,0,0,0,2,0
Harrison Burton,2022,31,1,0,0,0,1,0
Ty Gibbs,2022,31,0,0,0,0,1,0
Christopher Bell,2022,32,40,1,0,5,40,0
Kevin Harvick,2022,32,35,0,0,0,35,0
Kyle Busch,2022,32,34,0,0,0,34,0
A.J. Allmendinger,2022,32,0,0,0,0,33,8
Justin Haley,2022,32,32,0,0,0,32,0
Chris Buescher,2022,32,31,0,0,0,31,0
Bubba Wallace,2022,32,30,0,0,0,30,0
Tyler Reddick,2022,32,37,0,0,0,29,8
Chase Briscoe,2022,32,35,0,0,0,28,7
Austin Dillon,2022,32,27,0,0,0,27,0
Erik Jones,2022,32,26,0,0,0,26,0
Corey LaJoie,2022,32,25,0,0,0,25,0
Denny Hamlin,2022,32,27,0,0,0,24,3
Brad Keselowski,2022,32,23,0,0,0,23,0
Aric Almirola,2022,32,22,0,0,0,22,0
William Byron,2022,32,30,0,0,0,21,9
Martin Truex Jr,2022,32,20,0,0,0,20,0
Joey Logano,2022,32,33,0,1,1,19,14
Ricky Stenhouse Jr,2022,32,18,0,0,0,18,0
Chase Elliott,2022,32,18,0,0,0,17,1
Austin Cindric,2022,32,22,0,0,0,16,6
Ty Gibbs,2022,32,0,0,0,0,15,0
Noah Gragson,2022,32,0,0,0,0,14,0
Cole Custer,2022,32,13,0,0,0,13,0
Ty Dillon,2022,32,12,0,0,0,12,0
Ryan Blaney,2022,32,20,0,0,0,11,9
Michael McDowell,2022,32,10,0,0,0,10,0
Harrison Burton,2022,32,18,0,0,0,9,9
Mike Rockenfeller,2022,32,8,0,0,0,8,0
Todd Gilliland,2022,32,7,0,0,0,7,0
Josh Williams,2022,32,0,0,0,0,6,0
J.J. Yeley,2022,32,0,0,0,0,5,0
Loris Hezemans,2022,32,0,0,0,0,4,0
Conor Daly,2022,32,3,0,0,0,3,0
Kyle Larson,2022,32,15,0,0,0,2,13
Daniel Suarez,2022,32,14,0,0,0,1,13
Ross Chastain,2022,32,11,0,1,1,1,10
Joey Hand,2022,32,1,0,0,0,1,0
Daniil Kvyat,2022,32,0,0,0,0,1,0
Joey Logano,2022,33,58,1,0,5,40,18
Ross Chastain,2022,33,42,0,0,0,35,7
Kyle Busch,2022,33,35,0,0,0,34,1
Chase Briscoe,2022,33,33,0,0,0,33,0
Denny Hamlin,2022,33,38,0,0,0,32,6
Tyler Reddick,2022,33,33,0,0,0,31,2
Martin Truex Jr,2022,33,36,0,0,0,30,6
Erik Jones,2022,33,29,0,0,0,29,0
A.J. Allmendinger,2022,33,0,0,0,0,28,0
Austin Dillon,2022,33,27,0,0,0,27,0
Noah Gragson,2022,33,0,0,0,0,26,0
Kevin Harvick,2022,33,29,0,0,0,25,4
William Byron,2022,33,30,0,0,0,24,6
Justin Haley,2022,33,23,0,0,0,23,0
Chris Buescher,2022,33,22,0,0,0,22,0
Daniel Suarez,2022,33,37,0,0,0,21,16
Brad Keselowski,2022,33,20,0,0,0,20,0
Aric Almirola,2022,33,19,0,0,0,19,0
Michael McDowell,2022,33,18,0,0,0,18,0
Cole Custer,2022,33,17,0,0,0,17,0
Chase Elliott,2022,33,16,0,0,0,16,0
Ty Gibbs,2022,33,0,0,0,0,15,0
Ricky Stenhouse Jr,2022,33,14,0,0,0,14,0
Corey LaJoie,2022,33,13,0,0,0,13,0
Todd Gilliland,2022,33,12,0,0,0,12,0
Harrison Burton,2022,33,11,0,0,0,11,0
Cody Ware,2022,33,10,0,0,0,10,0
Ryan Blaney,2022,33,25,0,1,1,9,16
Austin Cindric,2022,33,15,0,0,0,8,7
B.J. McLeod,2022,33,0,0,0,0,7,0
J.J. Yeley,2022,33,0,0,0,0,6,0
Landon Cassill,2022,33,0,0,0,0,5,0
Ty Dillon,2022,33,4,0,0,0,4,0
Christopher Bell,2022,33,10,0,0,0,3,7
Kyle Larson,2022,33,6,0,0,0,2,4
Bubba Wallace,2022,33,11,0,1,1,1,10
Kyle Larson,2022,34,60,1,2,7,40,20
Ross Chastain,2022,34,38,0,0,0,35,3
A.J. Allmendinger,2022,34,0,0,0,0,34,5
Austin Dillon,2022,34,39,0,0,0,33,6
Brad Keselowski,2022,34,42,0,0,0,32,10
Martin Truex Jr,2022,34,48,0,0,0,31,17
Denny Hamlin,2022,34,31,0,0,0,30,1
Kevin Harvick,2022,34,29,0,0,0,29,0
Kyle Busch,2022,34,28,0,0,0,28,0
Daniel Suarez,2022,34,31,0,0,0,27,4
Christopher Bell,2022,34,26,0,0,0,26,0
William Byron,2022,34,42,0,0,0,25,17
Chris Buescher,2022,34,24,0,0,0,24,0
Chase Elliott,2022,34,31,0,0,0,23,8
Ricky Stenhouse Jr,2022,34,22,0,0,0,22,0
Michael McDowell,2022,34,21,0,0,0,21,0
Ryan Blaney,2022,34,29,0,0,0,20,9
Joey Logano,2022,34,22,0,0,0,19,3
Austin Cindric,2022,34,18,0,0,0,18,0
Harrison Burton,2022,34,17,0,0,0,17,0
Aric Almirola,2022,34,16,0,0,0,16,0
Ty Gibbs,2022,34,0,0,0,0,15,0
Corey LaJoie,2022,34,14,0,0,0,14,0
Cole Custer,2022,34,13,0,0,0,13,0
Noah Gragson,2022,34,0,0,0,0,12,0
Ty Dillon,2022,34,11,0,0,0,11,0
John H. Nemechek,2022,34,0,0,0,0,10,0
Justin Haley,2022,34,9,0,0,0,9,0
Landon Cassill,2022,34,0,0,0,0,8,0
Erik Jones,2022,34,7,0,0,0,7,0
Todd Gilliland,2022,34,6,0,0,0,6,0
J.J. Yeley,2022,34,0,0,0,0,5,0
B.J. McLeod,2022,34,0,0,0,0,4,0
Cody Ware,2022,34,3,0,0,0,3,0
Tyler Reddick,2022,34,9,0,0,0,2,7
Chase Briscoe,2022,34,1,0,0,0,1,0
Christopher Bell,2022,35,51,1,0,5,40,11
Kyle Larson,2022,35,50,0,0,0,35,15
Ryan Blaney,2022,35,43,0,0,0,34,9
Ross Chastain,2022,35,39,0,0,0,33,6
Denny Hamlin,2022,35,52,0,2,2,32,20
Joey Logano,2022,35,35,0,0,0,31,4
William Byron,2022,35,30,0,0,0,30,0
Bubba Wallace,2022,35,30,0,0,0,29,1
Chase Briscoe,2022,35,34,0,0,0,28,6
Chase Elliott,2022,35,45,0,0,0,27,18
Harrison Burton,2022,35,26,0,0,0,26,0
Daniel Suarez,2022,35,29,0,0,0,25,4
Todd Gilliland,2022,35,24,0,0,0,24,0
Cole Custer,2022,35,38,0,0,0,23,15
Aric Almirola,2022,35,23,0,0,0,22,1
Kevin Harvick,2022,35,21,0,0,0,21,0
Michael McDowell,2022,35,20,0,0,0,20,0
Erik Jones,2022,35,19,0,0,0,19,0
Ty Gibbs,2022,35,0,0,0,0,18,0
Martin Truex Jr,2022,35,17,0,0,0,17,0
Corey LaJoie,2022,35,16,0,0,0,16,0
Ricky Stenhouse Jr,2022,35,15,0,0,0,15,0
A.J. Allmendinger,2022,35,0,0,0,0,14,0
Chris Buescher,2022,35,13,0,0,0,13,0
Noah Gragson,2022,35,0,0,0,0,12,0
Austin Cindric,2022,35,11,0,0,0,11,0
Justin Haley,2022,35,10,0,0,0,10,0
Cody Ware,2022,35,9,0,0,0,9,0
Kyle Busch,2022,35,8,0,0,0,8,0
J.J. Yeley,2022,35,0,0,0,0,7,0
Ty Dillon,2022,35,6,0,0,0,6,0
Landon Cassill,2022,35,0,0,0,0,5,0
Austin Dillon,2022,35,4,0,0,0,4,0
B.J. McLeod,2022,35,0,0,0,0,3,0
Tyler Reddick,2022,35,2,0,0,0,2,0
Brad Keselowski,2022,35,1,0,0,0,1,0
Joey Logano,2022,36,40,1,1,6,40,19
Ryan Blaney,2022,36,54,0,1,1,35,19
Ross Chastain,2022,36,34,0,0,0,34,0
Chase Briscoe,2022,36,48,0,0,0,33,15
Kevin Harvick,2022,36,41,0,0,0,32,9
William Byron,2022,36,39,0,0,0,31,8
Kyle Busch,2022,36,30,0,0,0,30,0
Denny Hamlin,2022,36,29,0,0,0,29,0
Kyle Larson,2022,36,38,0,0,0,28,10
Christopher Bell,2022,36,27,0,0,0,27,5
Austin Cindric,2022,36,28,0,0,0,26,2
A.J. Allmendinger,2022,36,0,0,0,0,25,0
Austin Dillon,2022,36,24,0,0,0,24,0
Erik Jones,2022,36,23,0,0,0,23,0
Martin Truex Jr,2022,36,36,0,0,0,22,14
Cole Custer,2022,36,21,0,0,0,21,0
Daniel Hemric,2022,36,0,0,0,0,20,0
Corey LaJoie,2022,36,19,0,0,0,19,0
Harrison Burton,2022,36,18,0,0,0,18,0
Aric Almirola,2022,36,17,0,0,0,17,0
Chris Buescher,2022,36,16,0,0,0,16,0
Bubba Wallace,2022,36,15,0,0,0,15,0
Tyler Reddick,2022,36,18,0,0,0,14,4
Daniel Suarez,2022,36,13,0,0,0,13,0
Michael McDowell,2022,36,12,0,0,0,12,0
Ty Dillon,2022,36,11,0,0,0,11,0
Justin Haley,2022,36,10,0,0,0,10,0
Chase Elliott,2022,36,9,0,0,0,9,5
Todd Gilliland,2022,36,8,0,0,0,8,0
Cody Ware,2022,36,7,0,0,0,7,0
B.J. McLeod,2022,36,0,0,0,0,6,0
Ricky Stenhouse Jr,2022,36,5,0,0,0,5,0
Garrett Smithley,2022,36,0,0,0,0,4,0
Alex Bowman,2022,36,3,0,0,0,3,0
Brad Keselowski,2022,36,2,0,0,0,2,0
Landon Cassill,2022,36,0,0,0,0,1,0
Ricky Stenhouse Jr,2023,1,48,1,0,5,40,8
Joey Logano,2023,1,52,0,0,0,35,7
Christopher Bell,2023,1,44,0,0,0,34,1
Chris Buescher,2023,1,50,0,0,0,33,10
Alex Bowman,2023,1,41,0,0,0,32,9
A.J. Allmendinger,2023,1,34,0,0,0,31,3
Daniel Suarez,2023,1,30,0,0,0,30,0
Ryan Blaney,2023,1,37,0,0,0,29,0
Ross Chastain,2023,1,38,0,1,1,28,10
Riley Herbst,2023,1,0,0,0,0,27,0
Travis Pastrana,2023,1,26,0,0,0,26,0
Kevin Harvick,2023,1,37,0,0,0,25,7
Zane Smith,2023,1,3,0,0,0,24,0
Cody Ware,2023,1,23,0,0,0,23,0
Martin Truex Jr,2023,1,32,0,0,0,22,7
Corey LaJoie,2023,1,27,0,0,0,21,0
Denny Hamlin,2023,1,22,0,0,0,20,0
Kyle Larson,2023,1,24,0,0,0,19,0
Kyle Busch,2023,1,18,0,0,0,18,0
Bubba Wallace,2023,1,21,0,0,0,17,0
Aric Almirola,2023,1,29,0,0,0,16,3
Brad Keselowski,2023,1,32,0,1,1,15,10
Austin Cindric,2023,1,29,0,0,0,14,6
Noah Gragson,2023,1,13,0,0,0,13,0
Ty Gibbs,2023,1,17,0,0,0,12,5
Harrison Burton,2023,1,13,0,0,0,11,0
Todd Gilliland,2023,1,15,0,0,0,10,1
Michael McDowell,2023,1,21,0,0,0,9,6
Conor Daly,2023,1,0,0,0,0,8,0
B.J. McLeod,2023,1,7,0,0,0,7,0
Jimmie Johnson,2023,1,10,0,0,0,6,4
Justin Haley,2023,1,5,0,0,0,5,0
Austin Dillon,2023,1,4,0,0,0,4,0
William Byron,2023,1,7,0,0,0,3,4
Chase Briscoe,2023,1,2,0,0,0,2,0
Ryan Preece,2023,1,11,0,0,0,1,9
Erik Jones,2023,1,1,0,0,0,1,0
Chase Elliott,2023,1,9,0,0,0,1,0
Tyler Reddick,2023,1,1,0,0,0,1,0
Ty Dillon,2023,1,1,0,0,0,1,0
Kyle Busch,2023,2,49,1,0,5,40,9
Chase Elliott,2023,2,40,0,0,0,35,5
Ross Chastain,2023,2,54,0,2,2,34,20
Daniel Suarez,2023,2,47,0,0,0,33,14
Kevin Harvick,2023,2,42,0,0,0,32,10
Denny Hamlin,2023,2,42,0,0,0,31,11
Brad Keselowski,2023,2,32,0,0,0,30,2
Alex Bowman,2023,2,39,0,0,0,29,10
Austin Dillon,2023,2,28,0,0,0,28,0
Joey Logano,2023,2,39,0,0,0,27,12
Martin Truex Jr,2023,2,28,0,0,0,26,2
Ricky Stenhouse Jr,2023,2,25,0,0,0,25,0
Chris Buescher,2023,2,24,0,0,0,24,0
Corey LaJoie,2023,2,24,0,0,0,23,1
Harrison Burton,2023,2,22,0,0,0,22,0
Ty Gibbs,2023,2,21,0,0,0,21,0
Todd Gilliland,2023,2,20,0,0,0,20,0
Michael McDowell,2023,2,19,0,0,0,19,0
Erik Jones,2023,2,18,0,0,0,18,0
Chase Briscoe,2023,2,17,0,0,0,17,0
Justin Haley,2023,2,16,0,0,0,16,0
Noah Gragson,2023,2,15,0,0,0,15,0
J.J. Yeley,2023,2,14,0,0,0,14,0
B.J. McLeod,2023,2,13,0,0,0,13,0
William Byron,2023,2,17,0,0,0,12,5
Ryan Blaney,2023,2,20,0,0,0,11,9
Cody Ware,2023,2,10,0,0,0,10,0
Austin Cindric,2023,2,9,0,0,0,9,0
Kyle Larson,2023,2,8,0,0,0,8,0
Bubba Wallace,2023,2,7,0,0,0,7,0
Ty Dillon,2023,2,6,0,0,0,6,0
Christopher Bell,2023,2,5,0,0,0,5,0
Ryan Preece,2023,2,4,0,0,0,4,0
Tyler Reddick,2023,2,3,0,0,0,3,0
Aric Almirola,2023,2,2,0,0,0,2,0
A.J. Allmendinger,2023,2,1,0,0,0,1,0
William Byron,2023,3,60,1,2,7,40,20
Kyle Larson,2023,3,53,0,0,0,35,18
Alex Bowman,2023,3,46,0,0,0,34,12
Bubba Wallace,2023,3,41,0,0,0,33,8
Christopher Bell,2023,3,45,0,0,0,32,13
Austin Cindric,2023,3,31,0,0,0,31,0
Martin Truex Jr,2023,3,42,0,0,0,30,12
Justin Haley,2023,3,29,0,0,0,29,0
Kevin Harvick,2023,3,29,0,0,0,28,1
Daniel Suarez,2023,3,27,0,0,0,27,0
Denny Hamlin,2023,3,35,0,0,0,26,9
Ross Chastain,2023,3,37,0,0,0,25,12
Ryan Blaney,2023,3,24,0,0,0,24,0
Kyle Busch,2023,3,25,0,0,0,23,2
Tyler Reddick,2023,3,22,0,0,0,22,0
Aric Almirola,2023,3,21,0,0,0,21,0
Brad Keselowski,2023,3,23,0,0,0,20,3
A.J. Allmendinger,2023,3,19,0,0,0,19,0
Erik Jones,2023,3,18,0,0,0,18,0
Corey LaJoie,2023,3,17,0,0,0,17,0
Chris Buescher,2023,3,16,0,0,0,16,0
Ty Gibbs,2023,3,15,0,0,0,15,0
Ryan Preece,2023,3,14,0,0,0,14,0
Ricky Stenhouse Jr,2023,3,13,0,0,0,13,0
Michael McDowell,2023,3,12,0,0,0,12,0
Harrison Burton,2023,3,11,0,0,0,11,0
Austin Dillon,2023,3,10,0,0,0,10,0
Chase Briscoe,2023,3,9,0,0,0,9,0
Josh Berry,2023,3,0,0,0,0,8,0
Noah Gragson,2023,3,7,0,0,0,7,0
Todd Gilliland,2023,3,6,0,0,0,6,0
B.J. McLeod,2023,3,5,0,0,0,5,0
J.J. Yeley,2023,3,4,0,0,0,4,0
Ty Dillon,2023,3,3,0,0,0,3,0
Cody Ware,2023,3,2,0,0,0,2,0
Joey Logano,2023,3,1,0,0,0,1,0
William Byron,2023,4,59,1,1,6,40,19
Ryan Blaney,2023,4,43,0,0,0,35,8
Tyler Reddick,2023,4,46,0,0,0,34,12
Kyle Larson,2023,4,52,0,1,1,33,19
Kevin Harvick,2023,4,43,0,0,0,32,11
Christopher Bell,2023,4,43,0,0,0,31,12
Chase Briscoe,2023,4,31,0,0,0,30,1
Kyle Busch,2023,4,30,0,0,0,29,1
Alex Bowman,2023,4,28,0,0,0,28,0
Josh Berry,2023,4,0,0,0,0,27,0
Joey Logano,2023,4,26,0,0,0,26,0
Ryan Preece,2023,4,25,0,0,0,25,0
Michael McDowell,2023,4,24,0,0,0,24,0
Bubba Wallace,2023,4,23,0,0,0,23,0
Chris Buescher,2023,4,22,0,0,0,22,0
Austin Dillon,2023,4,21,0,0,0,21,0
Martin Truex Jr,2023,4,20,0,0,0,20,0
Brad Keselowski,2023,4,28,0,0,0,19,9
Ricky Stenhouse Jr,2023,4,18,0,0,0,18,0
A.J. Allmendinger,2023,4,17,0,0,0,17,0
Erik Jones,2023,4,16,0,0,0,16,0
Daniel Suarez,2023,4,15,0,0,0,15,0
Denny Hamlin,2023,4,2,0,0,0,14,12
Ross Chastain,2023,4,19,0,0,0,13,6
Austin Cindric,2023,4,12,0,0,0,12,0
Corey LaJoie,2023,4,11,0,0,0,11,0
Justin Haley,2023,4,10,0,0,0,10,0
Ty Gibbs,2023,4,9,0,0,0,9,0
Noah Gragson,2023,4,8,0,0,0,8,0
Ty Dillon,2023,4,7,0,0,0,7,0
Zane Smith,2023,4,0,0,0,0,6,0
Todd Gilliland,2023,4,5,0,0,0,5,0
Aric Almirola,2023,4,4,0,0,0,4,0
Cody Ware,2023,4,3,0,0,0,3,0
Harrison Burton,2023,4,2,0,0,0,2,0
B.J. McLeod,2023,4,1,0,0,0,1,0
Joey Logano,2023,5,59,1,1,6,40,19
Brad Keselowski,2023,5,45,0,0,0,35,10
Christopher Bell,2023,5,39,0,0,0,34,5
Corey LaJoie,2023,5,34,0,0,0,33,1
Tyler Reddick,2023,5,39,0,0,0,32,7
Denny Hamlin,2023,5,40,0,0,0,31,9
Ryan Blaney,2023,5,37,0,0,0,30,7
Erik Jones,2023,5,29,0,0,0,29,0
Ty Gibbs,2023,5,28,0,0,0,28,0
Kyle Busch,2023,5,31,0,0,0,27,4
Austin Cindric,2023,5,45,0,1,1,26,19
Noah Gragson,2023,5,25,0,0,0,25,0
Ross Chastain,2023,5,24,0,0,0,24,0
Alex Bowman,2023,5,31,0,0,0,23,8
Todd Gilliland,2023,5,22,0,0,0,22,0
A.J. Allmendinger,2023,5,21,0,0,0,21,0
Ricky Stenhouse Jr,2023,5,20,0,0,0,20,0
Josh Berry,2023,5,0,0,0,0,19,0
Martin Truex Jr,2023,5,23,0,0,0,18,5
Austin Dillon,2023,5,17,0,0,0,17,0
Michael McDowell,2023,5,16,0,0,0,16,0
Justin Haley,2023,5,15,0,0,0,15,0
Ty Dillon,2023,5,14,0,0,0,14,0
Chase Briscoe,2023,5,13,0,0,0,13,0
Cody Ware,2023,5,12,0,0,0,12,0
J.J. Yeley,2023,5,0,0,0,0,11,0
Bubba Wallace,2023,5,10,0,0,0,10,0
Ryan Preece,2023,5,9,0,0,0,9,0
Daniel Suarez,2023,5,10,0,0,0,8,2
Aric Almirola,2023,5,7,0,0,0,7,0
Kyle Larson,2023,5,6,0,0,0,6,0
William Byron,2023,5,11,0,0,0,5,6
Kevin Harvick,2023,5,4,0,0,0,4,0
Harrison Burton,2023,5,3,0,0,0,3,0
Chris Buescher,2023,5,10,0,0,0,2,8
B.J. McLeod,2023,5,1,0,0,0,1,0
Tyler Reddick,2023,6,50,1,1,6,40,10
Kyle Busch,2023,6,39,0,0,0,35,4
Alex Bowman,2023,6,41,0,0,0,34,7
Ross Chastain,2023,6,39,0,0,0,33,6
William Byron,2023,6,42,0,1,1,32,10
Austin Cindric,2023,6,40,0,0,0,31,9
Ricky Stenhouse Jr,2023,6,35,0,0,0,30,5
Chris Buescher,2023,6,35,0,0,0,29,6
Ty Gibbs,2023,6,28,0,0,0,28,0
Todd Gilliland,2023,6,27,0,0,0,27,0
Corey LaJoie,2023,6,26,0,0,0,26,0
Michael McDowell,2023,6,33,0,0,0,25,8
Kevin Harvick,2023,6,31,0,0,0,24,7
Kyle Larson,2023,6,27,0,0,0,23,4
Chase Briscoe,2023,6,24,0,0,0,22,2
Denny Hamlin,2023,6,21,0,0,0,21,0
Martin Truex Jr,2023,6,20,0,0,0,20,0
Jenson Button,2023,6,19,0,0,0,19,0
Justin Haley,2023,6,18,0,0,0,18,0
Noah Gragson,2023,6,18,0,0,0,17,1
Ryan Blaney,2023,6,16,0,0,0,16,0
Harrison Burton,2023,6,15,0,0,0,15,0
Erik Jones,2023,6,17,0,0,0,14,3
Jordan Taylor,2023,6,16,0,0,0,13,3
Cody Ware,2023,6,12,0,0,0,12,0
Josh Bilicki,2023,6,0,0,0,0,11,0
Daniel Suarez,2023,6,15,0,0,0,10,5
Joey Logano,2023,6,9,0,0,0,9,0
Kimi Raikkonen,2023,6,8,0,0,0,8,0
Aric Almirola,2023,6,7,0,0,0,7,0
Christopher Bell,2023,6,8,0,0,0,6,2
Ryan Preece,2023,6,6,0,0,0,5,1
Austin Dillon,2023,6,13,0,0,0,4,9
A.J. Allmendinger,2023,6,11,0,0,0,3,8
Brad Keselowski,2023,6,2,0,0,0,2,0
Conor Daly,2023,6,1,0,0,0,1,0
Bubba Wallace,2023,6,1,0,0,0,1,0
Jimmie Johnson,2023,6,1,0,0,0,1,0
Ty Dillon,2023,6,1,0,0,0,1,0
Kyle Larson,2023,7,52,1,0,5,40,12
Josh Berry,2023,7,0,0,0,0,35,0
Ross Chastain,2023,7,48,0,0,0,34,14
Christopher Bell,2023,7,45,0,0,0,33,12
Kevin Harvick,2023,7,41,0,0,0,32,9
Michael McDowell,2023,7,31,0,0,0,31,0
Joey Logano,2023,7,36,0,0,0,30,6
Alex Bowman,2023,7,-23,0,0,-5,29,8
Ty Gibbs,2023,7,29,0,0,0,28,1
Brad Keselowski,2023,7,34,0,0,0,27,7
Martin Truex Jr,2023,7,33,0,0,0,26,7
Chase Briscoe,2023,7,26,0,0,0,25,1
Aric Almirola,2023,7,24,0,0,0,24,0
Kyle Busch,2023,7,23,0,0,0,23,0
Todd Gilliland,2023,7,22,0,0,0,22,0
Tyler Reddick,2023,7,26,0,0,0,21,5
Chandler Smith,2023,7,0,0,0,0,20,0
Ryan Preece,2023,7,19,0,0,0,19,0
Harrison Burton,2023,7,18,0,0,0,18,0
Denny Hamlin,2023,7,27,0,1,1,17,10
Corey LaJoie,2023,7,16,0,0,0,16,0
Bubba Wallace,2023,7,15,0,0,0,15,0
Daniel Suarez,2023,7,14,0,0,0,14,0
William Byron,2023,7,-29,0,1,-4,13,18
Austin Dillon,2023,7,12,0,0,0,12,0
Ryan Blaney,2023,7,11,0,0,0,11,0
A.J. Allmendinger,2023,7,10,0,0,0,10,0
Austin Cindric,2023,7,9,0,0,0,9,0
Justin Haley,2023,7,8,0,0,0,8,0
Chris Buescher,2023,7,7,0,0,0,7,0
Erik Jones,2023,7,6,0,0,0,6,0
Ty Dillon,2023,7,5,0,0,0,5,0
Anthony Alfredo,2023,7,0,0,0,0,4,0
Cody Ware,2023,7,3,0,0,0,3,0
Ricky Stenhouse Jr,2023,7,2,0,0,0,2,0
J.J. Yeley,2023,7,0,0,0,0,1,0
Noah Gragson,2023,7,1,0,0,0,1,0
Christopher Bell,2023,8,52,1,0,5,40,12
Tyler Reddick,2023,8,48,0,1,1,35,13
Austin Dillon,2023,8,52,0,0,0,34,18
Ricky Stenhouse Jr,2023,8,33,0,0,0,33,0
Chase Briscoe,2023,8,41,0,0,0,32,9
Justin Haley,2023,8,35,0,0,0,31,4
Martin Truex Jr,2023,8,34,0,0,0,30,4
Todd Gilliland,2023,8,29,0,0,0,29,0
Kevin Harvick,2023,8,28,0,0,0,28,0
Ty Gibbs,2023,8,27,0,0,0,27,0
Michael McDowell,2023,8,26,0,0,0,26,0
Bubba Wallace,2023,8,25,0,0,0,25,0
William Byron,2023,8,25,0,0,0,24,1
Erik Jones,2023,8,23,0,0,0,23,0
Harrison Burton,2023,8,22,0,0,0,22,0
A.J. Allmendinger,2023,8,21,0,0,0,21,0
Brad Keselowski,2023,8,20,0,0,0,20,0
Chris Buescher,2023,8,19,0,0,0,19,0
Austin Cindric,2023,8,18,0,0,0,18,0
J.J. Yeley,2023,8,0,0,0,0,17,0
Ty Dillon,2023,8,16,0,0,0,16,0
Denny Hamlin,2023,8,15,0,0,0,15,0
Ryan Blaney,2023,8,23,0,0,0,14,9
Ryan Preece,2023,8,20,0,0,0,13,7
Daniel Suarez,2023,8,12,0,0,0,12,0
B.J. McLeod,2023,8,11,0,0,0,11,0
Josh Berry,2023,8,0,0,0,0,10,0
Ross Chastain,2023,8,9,0,0,0,9,0
Alex Bowman,2023,8,8,0,0,0,8,0
Corey LaJoie,2023,8,7,0,0,0,7,0
Aric Almirola,2023,8,7,0,0,0,6,1
Kyle Busch,2023,8,19,0,0,0,5,14
Noah Gragson,2023,8,4,0,0,0,4,0
Matt Crafton,2023,8,0,0,0,0,3,0
Kyle Larson,2023,8,20,0,1,1,2,18
Jonathan Davenport,2023,8,1,0,0,0,1,0
Joey Logano,2023,8,1,0,0,0,1,0
Kyle Larson,2023,9,43,1,0,5,40,3
Joey Logano,2023,9,35,0,0,0,35,0
Martin Truex Jr,2023,9,34,0,0,0,34,0
Denny Hamlin,2023,9,44,0,0,0,33,11
Chase Briscoe,2023,9,47,0,0,0,32,15
Aric Almirola,2023,9,42,0,0,0,31,11
Ryan Blaney,2023,9,30,0,0,0,30,0
Ricky Stenhouse Jr,2023,9,29,0,0,0,29,0
Bubba Wallace,2023,9,32,0,0,0,28,4
Chase Elliott,2023,9,27,0,0,0,27,0
Alex Bowman,2023,9,26,0,0,0,26,0
Austin Dillon,2023,9,-35,0,0,-5,25,0
Ross Chastain,2023,9,29,0,0,0,24,5
Chris Buescher,2023,9,23,0,0,0,23,0
Ryan Preece,2023,9,32,0,1,1,22,10
Christopher Bell,2023,9,21,0,0,0,21,0
Daniel Suarez,2023,9,30,0,0,0,20,10
